Drug1,Drug2,Cell_Line,Tissue,Borda,Markov,MC1,MC2,MC3,BMARC,BMARCW,CEMC_k,CEMC_s,BIRRA,RRA
Cisplatin,Vorinostat,MDA.MB.453,breast,8354,9619,10463,9900,10463,9594,14600,8061,8354,8333,9233
Cisplatin,Vorinostat,MDA.MB.468,breast,3033,15685,16010,15691,16010,6772,3545,3218,3033,3071,2594
Cisplatin,Vorinostat,MFM.223,breast,7555,11630,12398,11593,12398,9526,11535,7603,7555,7536,8617
Cisplatin,Vorinostat,OCUB.M,breast,3982,14244,14507,14319,14507,7207,6313,3751,3982,3696,3856
Cisplatin,Vorinostat,T47D,breast,13937,1732,2809,2478,2809,13718,18160,13250,13937,13698,18453
Cisplatin,Vorinostat,UACC.893,breast,7905,9349,10078,9754,10078,8967,15253,7922,7905,7838,7572
Cisplatin,Axitinib,AU565,breast,6589,11603,12173,11790,12173,8619,11899,5547,6589,6357,7904
Cisplatin,Axitinib,BT.549,breast,14202,1038,2105,1979,2105,13647,18265,13374,14202,13924,18451
Cisplatin,Axitinib,CAL.120,breast,14273,1894,3029,2564,3029,14405,18128,13581,14273,14072,18449
Cisplatin,Axitinib,CAL.51,breast,2673,15509,15600,15612,15600,6568,4140,2515,2673,1866,1991
Cisplatin,Axitinib,CAMA.1,breast,14892,679,1799,1580,1799,14538,18312,14771,14892,15105,18447
Cisplatin,Axitinib,COLO.824,breast,13529,2877,4184,3434,4184,13666,17986,13474,13529,13235,18445
Cisplatin,Axitinib,DU.4475,breast,4187,13703,13975,13854,13975,7202,7718,4412,4187,3699,3279
Cisplatin,Axitinib,EFM.19,breast,16481,263,706,361,706,16473,18408,16392,16481,16050,18443
Cisplatin,Axitinib,EVSA.T,breast,7373,10137,10821,10477,10821,8801,14146,6772,7373,7284,7957
Cisplatin,Axitinib,HCC1143,breast,10092,6469,7620,7040,7620,10675,17036,9840,10092,9844,10667
Cisplatin,Axitinib,HCC1187,breast,6377,12623,13177,12713,13177,8784,9937,5721,6377,5795,7770
Cisplatin,Axitinib,HCC1395,breast,10852,5861,7049,6426,7049,11442,17252,10542,10852,10488,18441
Cisplatin,Axitinib,HCC1419,breast,15751,386,1128,842,1128,15542,18388,15375,15751,15719,18439
Cisplatin,Axitinib,HCC1428,breast,16659,294,1040,479,1040,16727,18394,16784,16659,16561,18437
Cisplatin,Axitinib,HCC1806,breast,5759,13279,13709,13278,13709,8279,8418,5111,5759,4707,7826
Cisplatin,Axitinib,HCC1937,breast,10685,5363,6481,5960,6481,10843,17474,10020,10685,10913,10897
Cisplatin,Axitinib,HCC1954,breast,16797,219,406,270,406,16958,18432,16354,16797,16625,18435
Cisplatin,Axitinib,HCC202,breast,16482,218,381,277,381,16067,18433,16109,16482,16281,18433
Cisplatin,Axitinib,HCC38,breast,12835,3598,4958,4163,4958,12911,17908,13076,12835,12481,18431
Cisplatin,Axitinib,HCC70,breast,9407,7265,8397,7842,8397,10004,16740,9106,9407,9287,9216
Cisplatin,Axitinib,JIMT.1,breast,9144,8785,9797,9092,9797,10275,15598,8992,9144,8687,10026
Cisplatin,Axitinib,MCF7,breast,8919,8010,9098,8511,9098,10107,16325,8230,8919,8187,9928
Cisplatin,Axitinib,MDA.MB.157,breast,9470,7559,8671,8087,8671,10412,16561,9721,9470,9090,11173
Cisplatin,Axitinib,MDA.MB.231,breast,6967,10802,11437,11068,11437,8817,13143,5563,6967,6526,8346
Cisplatin,Axitinib,MDA.MB.361,breast,16252,743,2377,1397,2377,16530,18199,17200,16252,15589,18429
Cisplatin,Axitinib,MDA.MB.415,breast,14134,2512,3853,3060,3853,14742,18009,14331,14134,13803,18427
Cisplatin,Axitinib,MDA.MB.436,breast,13982,2003,3045,2684,3045,14097,18090,13036,13982,13890,18425
Cisplatin,Axitinib,MDA.MB.453,breast,11154,7434,8840,7707,8840,12355,16502,10885,11154,10539,18423
Cisplatin,Axitinib,MDA.MB.468,breast,8482,9069,10095,9406,10095,9491,15025,8383,8482,8010,8469
Cisplatin,Axitinib,MFM.223,breast,12063,5899,7391,6257,7391,13015,17129,11990,12063,11452,18421
Cisplatin,Axitinib,OCUB.M,breast,10169,7184,8468,7675,8468,11174,16698,9734,10169,10523,11793
Cisplatin,Axitinib,T47D,breast,14896,650,1810,1552,1810,14454,18286,14971,14896,15428,18418
Cisplatin,Axitinib,UACC.893,breast,12397,3475,4609,4089,4609,12121,17945,12306,12397,12121,10933
Cisplatin,MK-2206,AU565,breast,7269,10961,11622,11127,11622,9003,12846,6740,7269,7350,7761
Cisplatin,MK-2206,BT.549,breast,15198,672,1843,1525,1843,15188,18284,15264,15198,15171,18416
Cisplatin,MK-2206,CAL.120,breast,4032,14013,14297,14126,14297,7137,6781,4298,4032,3614,2880
Cisplatin,MK-2206,CAL.51,breast,952,17718,17794,17718,17794,6130,876,650,952,1030,782
Cisplatin,MK-2206,CAMA.1,breast,6095,12026,12651,12225,12651,8728,11101,5047,6095,6095,6353
Cisplatin,MK-2206,COLO.824,breast,14186,2369,3444,2929,3444,14399,18053,14173,14186,13860,18414
Cisplatin,MK-2206,DU.4475,breast,2244,16100,16210,16150,16210,6464,3206,2360,2244,1676,1681
Cisplatin,MK-2206,EFM.19,breast,13337,3979,5367,4416,5367,14044,17837,13495,13337,13041,18412
Cisplatin,MK-2206,EVSA.T,breast,3396,14934,15119,15005,15119,7011,4999,3569,3396,3527,2850
Cisplatin,MK-2206,HCC1143,breast,13024,3179,4273,3784,4273,13252,17967,12514,13024,12891,18410
Cisplatin,MK-2206,HCC1187,breast,5826,13056,13526,13115,13526,8319,9236,5473,5826,5098,7251
Cisplatin,MK-2206,HCC1395,breast,12914,5123,6890,5315,6890,13014,17341,12959,12914,12595,18408
Cisplatin,MK-2206,HCC1419,breast,10815,5799,7120,6383,7120,11702,17259,9427,10815,10967,18406
Cisplatin,MK-2206,HCC1428,breast,15971,1034,2679,1709,2679,16435,18157,16698,15971,15357,18404
Cisplatin,MK-2206,HCC1806,breast,2181,16825,16979,16787,16979,6983,2043,1657,2181,1826,2039
Cisplatin,MK-2206,HCC1937,breast,10492,6047,7115,6629,7115,10937,17256,10194,10492,9989,10239
Cisplatin,MK-2206,HCC1954,breast,8727,9722,10811,9936,10811,10050,13982,8669,8727,7499,9865
Cisplatin,MK-2206,HCC202,breast,13818,3206,4840,3660,4840,13901,17909,13808,13818,13435,18402
Cisplatin,MK-2206,HCC38,breast,11752,5621,7194,6036,7194,12255,17236,11433,11752,10655,18400
Cisplatin,MK-2206,HCC70,breast,9881,7967,9266,8266,9266,10515,16234,10094,9881,9393,9696
Cisplatin,MK-2206,Hs.578.T,breast,4943,13680,14042,13705,14042,7743,7525,4419,4943,4860,5425
Cisplatin,MK-2206,JIMT.1,breast,3686,15207,15467,15180,15467,7390,4432,3400,3686,3684,3918
Cisplatin,MK-2206,MCF7,breast,7150,11231,11946,11361,11946,9163,12252,7415,7150,6673,7776
Cisplatin,MK-2206,MDA.MB.157,breast,13556,2435,3431,3059,3431,13573,18047,12622,13556,13515,18398
Cisplatin,MK-2206,MDA.MB.231,breast,5886,11970,12476,12167,12476,8064,11360,5518,5886,5781,5776
Cisplatin,MK-2206,MDA.MB.361,breast,11337,7443,9034,7718,9034,13003,16370,11440,11337,10409,18396
Cisplatin,MK-2206,MDA.MB.415,breast,8117,10261,11138,10503,11138,9917,13664,7244,8117,7949,10161
Cisplatin,MK-2206,MDA.MB.436,breast,15391,525,1403,1273,1403,15277,18325,15173,15391,15554,18394
Cisplatin,MK-2206,MDA.MB.453,breast,7115,11540,12409,11583,12409,8775,11397,6796,7115,6982,7758
Cisplatin,MK-2206,MDA.MB.468,breast,3690,14511,14820,14617,14820,7120,5603,3273,3690,3258,3530
Cisplatin,MK-2206,MFM.223,breast,7606,11278,12068,11326,12068,9725,12171,7590,7606,7232,8915
Cisplatin,MK-2206,OCUB.M,breast,3929,14354,14603,14438,14603,7162,6149,3562,3929,3439,3131
Cisplatin,MK-2206,T47D,breast,15047,501,1522,1305,1522,14651,18304,14633,15047,15106,18392
Cisplatin,MK-2206,UACC.893,breast,5552,12576,13113,12716,13113,7833,9888,5114,5552,5408,5559
Cisplatin,Paclitaxel,CAL.51,breast,5872,11868,12481,12095,12481,8047,11228,5932,5872,5785,5467
Cisplatin,Paclitaxel,CAMA.1,breast,17897,70,53,74,53,17725,18456,17739,17897,18192,18390
Cisplatin,Paclitaxel,COLO.824,breast,17890,74,48,76,48,17701,18457,17618,17890,18193,18388
Cisplatin,Paclitaxel,DU.4475,breast,6623,11223,11907,11443,11907,8411,12278,6304,6623,6720,7012
Cisplatin,Paclitaxel,EFM.19,breast,18434,15,3,14,3,18385,18469,18392,18434,18194,18386
Cisplatin,Paclitaxel,EVSA.T,breast,11352,4962,6245,5529,6245,11972,17527,10792,11352,11262,18384
Cisplatin,Paclitaxel,HCC1143,breast,15106,1494,2842,2110,2842,14919,18100,15611,15106,14907,18382
Cisplatin,Paclitaxel,HCC1187,breast,15901,860,2530,1597,2530,16154,18127,16425,15901,15305,18380
Cisplatin,Paclitaxel,HCC1395,breast,16146,1030,2603,1657,2603,16658,18126,16856,16146,15756,18378
Cisplatin,Paclitaxel,HCC1419,breast,18084,48,35,49,35,17986,18463,18184,18084,18195,18376
Cisplatin,Paclitaxel,HCC1428,breast,18232,50,41,45,41,18145,18458,18164,18232,17808,18374
Cisplatin,Paclitaxel,HCC1806,breast,15073,1525,2834,2191,2834,15366,18083,15063,15073,14752,18372
Cisplatin,Paclitaxel,HCC1937,breast,12794,3921,5138,4426,5138,13087,17840,12907,12794,12362,18370
Cisplatin,Paclitaxel,HCC1954,breast,18460,5,1,5,1,18412,18470,18388,18460,18391,18368
Cisplatin,Paclitaxel,HCC38,breast,17792,116,114,113,114,17759,18441,17791,17792,17544,18366
Cisplatin,Paclitaxel,HCC70,breast,12253,4128,5252,4649,5252,12359,17823,12627,12253,11947,18364
Cisplatin,Paclitaxel,Hs.578.T,breast,13151,3869,5228,4352,5228,13803,17822,12469,13151,12908,18363
Cisplatin,Paclitaxel,JIMT.1,breast,16259,289,814,521,814,16267,18359,16169,16259,15720,18361
Cisplatin,Paclitaxel,MCF7,breast,14471,1909,3170,2530,3170,14933,18050,13853,14471,13954,18359
Cisplatin,Paclitaxel,MDA.MB.157,breast,15387,553,1712,1338,1712,15460,18234,14821,15387,14835,18357
Cisplatin,Paclitaxel,MDA.MB.231,breast,13913,2692,4060,3250,4060,14160,17951,13831,13913,13266,18355
Cisplatin,Paclitaxel,MDA.MB.361,breast,18384,24,14,24,14,18361,18465,18402,18384,17897,18353
Cisplatin,Paclitaxel,MDA.MB.415,breast,18258,34,17,34,17,18135,18462,18091,18258,18392,18351
Cisplatin,Paclitaxel,MDA.MB.436,breast,18000,61,44,62,44,17875,18452,17989,18000,18196,18349
Cisplatin,Paclitaxel,MDA.MB.453,breast,16765,290,1010,467,1010,17005,18331,16928,16765,16093,18347
Cisplatin,Paclitaxel,MDA.MB.468,breast,14279,2080,3382,2693,3382,14476,18006,14016,14279,14105,18345
Cisplatin,Paclitaxel,MFM.223,breast,18075,82,76,77,76,18118,18449,18111,18075,17809,18343
Cisplatin,Paclitaxel,OCUB.M,breast,15559,428,1307,1020,1307,15388,18297,15143,15559,15555,18341
Cisplatin,Paclitaxel,T47D,breast,17827,81,63,87,63,17656,18450,17602,17827,18197,18339
Cisplatin,Paclitaxel,UACC.893,breast,14590,891,1894,1789,1894,14235,18201,14336,14590,14598,18337
Cisplatin,Paclitaxel,AU565,breast,13728,2788,4019,3360,4019,14007,17954,14145,13728,13632,18335
Cisplatin,Paclitaxel,BT.549,breast,17742,100,72,101,72,17503,18443,17627,17742,17606,18333
Cisplatin,Paclitaxel,CAL.120,breast,18401,14,4,15,4,18297,18464,18273,18401,18393,18331
Cisplatin,Trametinib,AU565,breast,10084,6785,7965,7298,7965,10756,16833,10763,10084,10127,10057
Cisplatin,Trametinib,T47D,breast,15189,436,1366,1096,1366,14830,18281,14411,15189,14968,18329
Cisplatin,Trametinib,UACC.893,breast,12527,3212,4466,3870,4466,12170,17930,11905,12527,12471,11260
Cisplatin,Trametinib,BT.549,breast,11460,4650,5780,5224,5780,11508,17685,11196,11460,11668,11438
Cisplatin,Trametinib,CAL.120,breast,15500,453,1547,1107,1547,15514,18251,14576,15500,15429,18326
Cisplatin,Trametinib,CAL.51,breast,7660,9583,10353,9969,10353,8844,14624,6709,7660,7479,7607
Cisplatin,Trametinib,CAMA.1,breast,16005,288,787,527,787,15746,18345,15610,16005,15995,18324
Cisplatin,Trametinib,COLO.824,breast,6404,12834,13561,12851,13561,9110,8983,6259,6404,5635,8248
Cisplatin,Trametinib,DU.4475,breast,5666,12082,12541,12307,12541,7791,11184,5211,5666,5442,6129
Cisplatin,Trametinib,EFM.19,breast,17972,59,54,63,54,17864,18447,17885,17972,17898,18322
Cisplatin,Trametinib,EVSA.T,breast,12571,4565,6085,4960,6085,13162,17520,12180,12571,12179,18320
Cisplatin,Trametinib,HCC1143,breast,8590,8716,9711,9110,9711,9656,15546,8684,8590,8545,9635
Cisplatin,Trametinib,HCC1187,breast,12367,5009,6520,5420,6520,13363,17377,11892,12367,11894,18318
Cisplatin,Trametinib,HCC1395,breast,14753,1082,2296,1933,2296,14825,18133,14478,14753,14696,18316
Cisplatin,Trametinib,HCC1419,breast,17407,146,192,147,192,17297,18427,17153,17407,17545,18314
Cisplatin,Trametinib,HCC1428,breast,17658,155,241,151,241,17731,18415,17793,17658,17149,18312
Cisplatin,Trametinib,HCC1806,breast,13868,2215,3355,2864,3355,13892,18005,13845,13868,13619,18310
Cisplatin,Trametinib,HCC1937,breast,11141,5308,6605,5844,6605,11462,17339,11380,11141,11008,10982
Cisplatin,Trametinib,HCC1954,breast,18069,53,49,54,49,18001,18442,18093,18069,18198,18308
Cisplatin,Trametinib,HCC38,breast,15811,356,1146,729,1146,15622,18295,15419,15811,15775,18306
Cisplatin,Trametinib,HCC70,breast,5623,12716,13247,12890,13247,8122,9577,5081,5623,5381,6990
Cisplatin,Trametinib,Hs.578.T,breast,10154,7903,9407,8204,9407,11221,15911,10235,10154,10000,11580
Cisplatin,Trametinib,JIMT.1,breast,13961,2317,3618,2919,3618,13984,17976,13319,13961,13670,18304
Cisplatin,Trametinib,MCF7,breast,13144,3171,4480,3768,4480,13508,17918,13120,13144,12693,18302
Cisplatin,Trametinib,MDA.MB.157,breast,14006,2027,3353,2676,3353,13893,17997,13986,14006,13535,18300
Cisplatin,Trametinib,MDA.MB.231,breast,9203,7999,9111,8472,9111,10449,16179,8750,9203,9122,11281
Cisplatin,Trametinib,MDA.MB.361,breast,17991,92,104,90,104,18002,18435,18149,17991,17607,18298
Cisplatin,Trametinib,MDA.MB.415,breast,17345,142,180,146,180,17107,18423,16881,17345,17399,18296
Cisplatin,Trametinib,MDA.MB.436,breast,15960,322,1027,647,1027,15722,18296,15906,15960,16208,18294
Cisplatin,Trametinib,MDA.MB.453,breast,12425,4424,5963,4858,5963,12538,17595,13051,12425,12028,18292
Cisplatin,Trametinib,MDA.MB.468,breast,12636,4014,5449,4502,5449,12936,17725,12609,12636,12507,18290
Cisplatin,Trametinib,MFM.223,breast,17114,211,512,244,512,17162,18353,17022,17114,16803,18288
Cisplatin,Trametinib,OCUB.M,breast,11844,4538,5846,5035,5846,12006,17635,11859,11844,12170,11777
Docetaxel,Vorinostat,AU565,breast,13813,2572,3860,3148,3860,13789,17959,14354,13813,14004,18286
Docetaxel,Vorinostat,BT.549,breast,16673,202,351,245,351,16262,18389,16453,16673,16689,18284
Docetaxel,Vorinostat,CAL.120,breast,14323,2262,3796,2846,3796,15082,17957,14718,14323,14240,18282
Docetaxel,Vorinostat,CAL.51,breast,6346,11445,12064,11656,12064,8342,12136,6066,6346,6314,5216
Docetaxel,Vorinostat,CAMA.1,breast,12187,4117,5294,4663,5294,12570,17780,12402,12187,12100,18280
Docetaxel,Vorinostat,COLO.824,breast,14932,1075,2627,1915,2627,15213,18072,14964,14932,15059,18278
Docetaxel,Vorinostat,DU.4475,breast,2472,15934,16099,16007,16099,6487,3391,1901,2472,1942,2510
Docetaxel,Vorinostat,EFM.19,breast,16140,424,1672,922,1672,16279,18169,16229,16140,16094,18276
Docetaxel,Vorinostat,EVSA.T,breast,2755,16050,16214,16065,16214,6735,3184,2305,2755,2266,3051
Docetaxel,Vorinostat,HCC1143,breast,12630,3496,4803,4091,4803,12534,17846,12577,12630,12835,18274
Docetaxel,Vorinostat,HCC1187,breast,5213,13325,13835,13398,13835,7901,7944,4528,5213,5054,6238
Docetaxel,Vorinostat,HCC1395,breast,17282,153,193,154,193,17070,18412,16887,17282,17209,18273
Docetaxel,Vorinostat,HCC1419,breast,10251,7151,8646,7670,8646,11820,16465,9343,10251,9897,18271
Docetaxel,Vorinostat,HCC1428,breast,11727,5529,7071,5972,7071,12272,17195,11603,11727,11287,18269
Docetaxel,Vorinostat,HCC1806,breast,12482,3587,4908,4198,4908,12314,17835,12291,12482,12010,11667
Docetaxel,Vorinostat,HCC1937,breast,11118,6343,7848,6807,7848,11775,16847,11531,11118,10562,11797
Docetaxel,Vorinostat,HCC1954,breast,17387,179,326,177,326,17450,18381,17671,17387,17095,18265
Docetaxel,Vorinostat,HCC202,breast,17198,194,403,197,403,17232,18366,17338,17198,16743,18263
Docetaxel,Vorinostat,HCC38,breast,13486,2919,4375,3508,4375,13902,17903,13479,13486,13493,18261
Docetaxel,Vorinostat,HCC70,breast,8120,9706,10578,10008,10578,9537,14411,7416,8120,6968,9341
Docetaxel,Vorinostat,Hs.578.T,breast,9263,8339,9554,8744,9554,10635,15702,9011,9263,9024,11517
Docetaxel,Vorinostat,JIMT.1,breast,11218,5376,6799,5893,6799,11789,17232,9987,11218,11111,18259
Docetaxel,Vorinostat,MCF7,breast,9740,6518,7674,7139,7674,10254,16897,9039,9740,9697,9425
Docetaxel,Vorinostat,MDA.MB.157,breast,15368,477,1644,1182,1644,15154,18187,14943,15368,15060,18258
Docetaxel,Vorinostat,MDA.MB.231,breast,13515,2530,3740,3161,3740,13607,17952,12814,13515,13572,18256
Docetaxel,Vorinostat,MDA.MB.361,breast,10351,7606,9187,7988,9187,11524,16137,10472,10351,9067,11710
Docetaxel,Vorinostat,MDA.MB.415,breast,9371,7306,8591,7903,8591,10541,16476,9185,9371,8986,10188
Docetaxel,Vorinostat,MDA.MB.436,breast,17767,118,157,119,157,17758,18411,17613,17767,17400,18254
Docetaxel,Vorinostat,MDA.MB.453,breast,12923,4339,5923,4763,5923,13585,17537,13470,12923,12369,18252
Docetaxel,Vorinostat,MDA.MB.468,breast,9462,6957,8124,7555,8124,10091,16726,8883,9462,9546,9385
Docetaxel,Vorinostat,MFM.223,breast,6787,11922,12636,12040,12636,9142,10910,6051,6787,6433,9762
Docetaxel,Vorinostat,OCUB.M,breast,5766,12610,13282,12788,13282,8090,9480,5543,5766,5420,6870
Docetaxel,Vorinostat,T47D,breast,14068,2247,3556,2881,3556,14682,17961,13982,14068,13781,18250
Docetaxel,Vorinostat,UACC.893,breast,8642,9435,10575,9716,10575,10020,14313,9146,8642,7514,9503
Docetaxel,Axitinib,AU565,breast,16085,497,1900,1120,1900,16381,18150,16184,16085,15914,18248
Docetaxel,Axitinib,BT.549,breast,16395,222,428,288,428,15950,18343,15886,16395,16504,18246
Docetaxel,Axitinib,CAL.120,breast,16656,323,1155,573,1155,17181,18240,17202,16656,16184,18244
Docetaxel,Axitinib,CAL.51,breast,11462,4706,5917,5286,5917,11615,17592,10915,11462,11265,18242
Docetaxel,Axitinib,CAMA.1,breast,17633,114,112,117,112,17434,18416,17547,17633,17401,18240
Docetaxel,Axitinib,COLO.824,breast,17102,169,234,171,234,16931,18395,16679,17102,17032,18238
Docetaxel,Axitinib,DU.4475,breast,7761,9579,10507,9966,10507,9050,14386,7463,7761,7503,7745
Docetaxel,Axitinib,EFM.19,breast,17729,144,235,140,235,17781,18387,17916,17729,17546,18236
Docetaxel,Axitinib,EVSA.T,breast,11257,4762,6013,5377,6013,11337,17526,11361,11257,11444,11341
Docetaxel,Axitinib,HCC1143,breast,14990,648,1955,1542,1955,14848,18118,14443,14990,14776,18233
Docetaxel,Axitinib,HCC1187,breast,14067,2060,3465,2720,3465,14249,17964,13693,14067,14039,18231
Docetaxel,Axitinib,HCC1395,breast,17964,71,71,71,71,17877,18424,18007,17964,17402,18229
Docetaxel,Axitinib,HCC1419,breast,16756,261,713,345,713,17019,18302,17154,16756,16209,18227
Docetaxel,Axitinib,HCC1428,breast,18061,57,59,57,59,17966,18429,17960,18061,17899,18225
Docetaxel,Axitinib,HCC1806,breast,15324,570,1642,1356,1642,15368,18162,14976,15324,15061,18223
Docetaxel,Axitinib,HCC1937,breast,15350,478,1568,1213,1568,15255,18166,15289,15350,15323,18221
Docetaxel,Axitinib,HCC1954,breast,18342,30,26,27,26,18274,18437,18330,18342,18394,18219
Docetaxel,Axitinib,HCC202,breast,17974,72,80,73,80,17901,18414,17741,17974,17608,18217
Docetaxel,Axitinib,HCC38,breast,17047,195,339,203,339,17097,18348,16892,17047,16626,18215
Docetaxel,Axitinib,HCC70,breast,14592,1172,2444,2017,2444,14584,18071,14246,14592,14562,18213
Docetaxel,Axitinib,JIMT.1,breast,16911,204,405,237,405,16755,18334,16838,16911,16970,18211
Docetaxel,Axitinib,MCF7,breast,7944,9572,10483,9933,10483,9289,14465,8004,7944,8228,8947
Docetaxel,Axitinib,MDA.MB.157,breast,14312,1851,3152,2520,3152,14344,17980,14253,14312,14139,18209
Docetaxel,Axitinib,MDA.MB.231,breast,15153,854,2212,1683,2212,15391,18085,15674,15153,14614,18207
Docetaxel,Axitinib,MDA.MB.361,breast,15674,954,2494,1711,2494,16361,18061,16227,15674,15292,18205
Docetaxel,Axitinib,MDA.MB.415,breast,17843,97,103,98,103,17796,18407,17810,17843,17900,18203
Docetaxel,Axitinib,MDA.MB.436,breast,18055,62,62,60,62,18015,18418,18094,18055,17901,18201
Docetaxel,Axitinib,MDA.MB.453,breast,16141,543,1966,1208,1966,16798,18105,16523,16141,15968,18199
Docetaxel,Axitinib,MDA.MB.468,breast,16460,217,396,275,396,16109,18328,15715,16460,16505,18197
Docetaxel,Axitinib,MFM.223,breast,14107,1893,3159,2583,3159,14228,17977,13935,14107,13935,18195
Docetaxel,Axitinib,OCUB.M,breast,13762,2723,4176,3286,4176,13940,17906,13330,13762,13495,18193
Docetaxel,Axitinib,T47D,breast,14994,1415,2887,2119,2887,15431,18004,15810,14994,14669,18191
Docetaxel,Axitinib,UACC.893,breast,14754,1742,3133,2388,3133,15011,17983,14479,14754,14053,18189
Docetaxel,AZD7762,AU565,breast,13181,4206,5782,4597,5782,13487,17617,13949,13181,12503,18187
Docetaxel,AZD7762,BT.549,breast,17097,171,253,175,253,16787,18364,16499,17097,17210,18185
Docetaxel,AZD7762,CAL.120,breast,16604,291,888,474,888,16637,18244,16738,16604,16804,18183
Docetaxel,AZD7762,CAL.51,breast,6759,11103,11770,11334,11770,8567,12428,6286,6759,6092,6956
Docetaxel,AZD7762,CAMA.1,breast,16276,307,865,559,865,16089,18238,16378,16276,16210,18181
Docetaxel,AZD7762,COLO.824,breast,15599,676,1925,1484,1925,16020,18108,15789,15599,15721,18179
Docetaxel,AZD7762,DU.4475,breast,4270,14117,14386,14182,14386,7323,6630,4236,4270,3559,4830
Docetaxel,AZD7762,EFM.19,breast,17721,117,129,120,129,17704,18396,17832,17721,17609,18177
Docetaxel,AZD7762,EVSA.T,breast,5724,12010,12435,12219,12435,7722,11236,6249,5724,5991,5013
Docetaxel,AZD7762,HCC1143,breast,15589,440,1572,1061,1572,15395,18147,15743,15589,15875,18175
Docetaxel,AZD7762,HCC1187,breast,11496,4847,6204,5413,6204,11776,17392,10733,11496,11232,18173
Docetaxel,AZD7762,HCC1395,breast,17936,86,91,86,91,17814,18406,17931,17936,17902,18171
Docetaxel,AZD7762,HCC1419,breast,16853,205,345,249,345,17022,18329,16568,16853,16506,18169
Docetaxel,AZD7762,HCC1428,breast,17495,150,199,150,199,17515,18372,17659,17495,17610,18167
Docetaxel,AZD7762,HCC1806,breast,13135,3734,5076,4241,5076,13327,17779,13519,13135,12596,18165
Docetaxel,AZD7762,HCC1937,breast,11985,5395,6936,5794,6936,12758,17192,11963,11985,11695,18163
Docetaxel,AZD7762,HCC1954,breast,16930,458,1618,899,1618,17386,18144,17695,16930,16426,18161
