Drug1,Drug2,Cell_Line,Tissue,SynergyRank,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5,Borda,Markov,MC1,MC2,MC3,BMARC,BMARCW,CEMC_k,CEMC_s,RankBoost,BIRRA,RRA
Dasatinib,geldanamycin,MDA.MB.436,breast,2603.5,4.932438,1.6447891,1.7454039,0.35870916,5.5760827,4.653359,0.84445584,-0.35442746,1.0403948,3.9056687,4.7912407,2.1222541,0.33401468,2.1159883,2.0099268,4.1649847,1.1690977,-2.784972,6.2019815,4.6409507,2.5339391,-0.49630764,3.5512428,0.35705993,-0.82989675,1965,1775,1977,1877,1977,1775,1778,2172,1965,1980,1820,1822
Dasatinib,Eloxatin (TN),MDA.MB.436,breast,4715.5,-3.597344,-6.8030005,-0.8593219,-5.9469976,-1.90459,-2.1888478,-2.8265285000000002,-5.0595183,-5.7345376,-11.713111,-3.4737463,-3.7078226,-2.9360347,-2.780988,2.4378452,-0.80013454,-6.047553,-6.851807,-1.888923,-3.1902347,-8.412015,-8.3327875,0.8241465,-9.485539,-3.555612,4071,4032,4073,4066,4073,4032,4024,3961,4071,4061,4123,4004
Dasatinib,Sorafenib,MDA.MB.436,breast,3503.5,-1.2558084,-3.953672,0.28979757,-3.4892168,-1.8610289,1.6248174,-2.237065,-1.1123736,-3.1357305,0.6017582,0.17888089,-1.6214467,-2.4937131,5.537269,-0.29880244,0.49641162,-1.1583564,-0.53525007,3.096857,0.6386465,0.2779786,1.110908,2.096339,1.1730087,-1.9340127,2968,2723,2920,2827,2920,2723,2721,2900,2968,2916,3054,2500
Dasatinib,topotecan,MDA.MB.436,breast,4823.5,0.09477824,4.8142614,1.5125204,4.5028086,3.4197474,-0.3021257,-1.1645545,0.44027567,3.9946907,2.8848038,-0.18819068,5.1184115,0.04987295,1.2859316,0.4431322,6.3039064,-2.1223993,-1.9000317,2.662471,-4.040854,0.5060922,2.6050498,-0.71074057,-2.7529502,0.19124301,2395,2161,2331,2274,2331,2161,2159,2729,2395,2344,2450,2257
dexamethasone,Sunitinib,MDA.MB.436,breast,5025.5,-19.481438,-12.420178,-23.045313,-20.923466,-27.969711,-23.444054,-23.665405,-17.857555,-22.26114,-24.8915,-12.019528,-18.415426,-19.556057,-25.782667,-15.150865,-25.272692,-15.371494,-16.696548,-21.189459,-22.668247,-21.242556,-14.700809,-14.741029,-14.600194,-14.88314,5222,5092,5189,5154,5189,5092,5091,5237,5222,5186,5257,5160
doxorubicin,Dasatinib,MDA.MB.436,breast,4825.5,-1.942179,-3.2770307,-1.4673666,-7.811838,-4.896038,0.500549,-7.8538747,-9.330859,1.198764,-2.599555,-7.786325,-3.5833294,-2.9891896,0.6811664,-3.9041126,-0.691089,-9.037643,-7.2645793,1.524314,-3.283745,-1.4335093,-5.8245554,-6.6714625,-3.49184,-4.5795436,3992,3943,3975,3973,3975,3943,3953,3951,3992,3965,3934,3624
doxorubicin,MK-2206,MDA.MB.436,breast,3065.5,3.014297,-2.1197867,0.77748346,-2.6676633,-0.42794257,-1.6585891,1.1597989,-1.8027452,2.0753307,0.31960872,-2.5945463,-1.0876799,-3.9049308,0.97806513,-0.1638911,-0.8493345,-1.2085903,-4.3825645,-1.7142719,-0.5759476,0.63184226,-2.4795864,-1.2487198,1.0566504,-2.7955728,3244,2962,3129,3054,3129,2962,2955,3202,3244,3137,3385,2332
doxorubicin,Sorafenib,MDA.MB.436,breast,4733.5,-12.078478,-5.457486,-6.3862023,-11.437917,-12.068296,-9.445606,-11.860042,-14.942523,-8.929518,-6.6295285,-13.31994,-14.708179,-12.970968,-5.633645,-9.738383,-8.701542,-10.511506,-8.19159,-6.2273965,-9.134574,-7.2536635,-11.551592,-10.396021,-9.956906,-15.719091,4831,4651,4739,4731,4739,4651,4652,4780,4831,4735,4835,4407
doxorubicin,temozolomide,MDA.MB.436,breast,5259.5,-11.336293,-13.396107,-11.866889,-16.810493,-15.628591,-12.334933,-12.255429,-16.752745,-8.945326,-18.07222,-20.837156,-14.783687,-9.303278,-8.64975,-13.330551,-14.423262,-16.049706,-11.191242,-9.288971,-9.949561,-13.350177,-18.853775,-19.553116,-13.692852,-16.923334,5020,4861,4945,4917,4945,4861,4861,4946,5020,4943,5098,4857
Erlotinib,Dasatinib,MDA.MB.436,breast,1683.5,5.616814,5.4975557,3.675202,7.2300415,3.3628573,3.9517171,2.1092663,4.296749,4.6714907,3.2128925,1.6902193,4.8895154,3.6307573,6.3201227,2.7895422,3.335763,3.8126774,3.0962763,1.7928662,5.330384,2.7363276,6.275367,5.587651,6.4223547,5.9611793,1116,901,1206,1007,1206,901,939,1391,1116,1217,1109,698
Erlotinib,topotecan,MDA.MB.436,breast,1501.5,2.5360181,2.1268623,5.1556606,6.0707684,4.7988544,-0.09464602,3.179115,1.5065206,-1.42405,-3.3089185,0.5911322,-1.3896908,-5.027432,-2.2203884,3.3918598,4.2373185,1.5681487,-6.076998,7.3510165,-8.142319,5.981336,-4.218751,1.6661487,-5.549699,4.539673,2476,2809,2522,2705,2522,2809,2797,2126,2476,2536,2242,3381
etoposide,Dasatinib,MDA.MB.436,breast,2649.5,-0.4766548,0.5870203,1.8477145,-1.809964,0.6240945,3.2677958,3.5215964,2.7703326,6.6619587,0.48147732,-4.5104456,-0.089459434,0.7230747,2.404391,5.0242867,2.2674417,3.7271378,-0.30134466,2.0855088,-0.9694338,1.2746656,-1.2371618,-0.87293255,-5.127941,1.0353832,2458,2344,2447,2382,2447,2344,2370,2491,2458,2425,2553,2612
etoposide,Dinaciclib,MDA.MB.436,breast,3449.5,-0.39957544,-0.79652226,-1.0078465,1.7209985,-1.2014809,-0.5489851,-1.6479044,-0.363295,0.1826209,0.7591303,3.1021051,-2.186675,-0.4984955,-1.6156458,0.77079517,-3.4212122,-1.7432299,-4.038785,-0.9716925,-1.3124678,-1.6719337,0.5186594,-3.6546805,-2.5774646,-3.2098768,3326,2895,3203,3102,3203,2895,2909,3288,3326,3218,3450,2218
etoposide,MK-2206,MDA.MB.436,breast,439.5,5.5847406,2.0665443,2.396664,4.3086047,4.4750447,6.501939,3.8064387,6.5200295,8.364031,3.487236,6.205172,7.65963,5.168969,2.2351418,4.7977166,4.7433314,5.089948,4.161412,6.8721457,1.5929544,3.7260551,3.0703664,1.5200385,4.819315,1.5816275,1109,945,1150,1015,1150,945,937,1182,1109,1164,1099,717
etoposide,Deforolimus,MDA.MB.436,breast,543.5,4.543117,2.9706397,2.8514996,4.171868,3.5550241,4.827496,6.386342,4.6481853,1.808588,4.4333363,3.9049785,8.264964,3.5932539,1.8879913,3.7799249,3.0361133,5.5616474,1.8904073,3.3041203,1.6290005,0.32993174,2.939296,3.4722283,3.164649,2.866868,1442,1186,1473,1302,1473,1186,1190,1608,1442,1482,1524,938
etoposide,891494-63-6,MDA.MB.436,breast,1047.5,5.0333357,3.135772,4.039568,9.955483,2.4609807,6.478018,4.0745325,5.41158,1.6923001,7.8715158,5.811626,6.6954465,3.2127569,-0.4955645,6.0033836,5.3867574,4.66404,2.8517597,9.147509,2.8835385,0.7091247,5.616827,-0.12803787,5.79285,5.0070176,1108,1055,1108,1087,1108,1055,1073,1049,1108,1119,1087,1237
geldanamycin,Sorafenib,MDA.MB.436,breast,4753.5,-9.960384,-4.0723944,-4.6106253,-4.3843813,-4.4941483,-6.369927,-9.343731,-5.455191,-4.5868998,-4.5667343,1.2043368,-7.5931926,-7.237028,-4.7199965,-2.4667628,-10.003928,-3.9154935,-5.065222,-2.2626982,-3.286954,-7.170559,-3.9789875,-6.1969967,-3.0917368,-6.1015525,4334,4147,4228,4221,4228,4147,4147,4222,4334,4234,4426,3733
gemcitabine,Erlotinib,MDA.MB.436,breast,1509.5,0.21110086,-1.5890167,1.7233413,7.6685314,6.564493,1.097657,11.949651,7.1951723,4.1916113,-0.48878965,4.1072993,2.1298585,0.4568626,-0.3722957,-5.851854,1.9892842,6.5530577,7.0826917,8.391933,2.5608566,3.7048728,1.5984918,2.001967,-3.0449123,-0.49966002,1846,1972,1785,1947,1785,1972,1958,2056,1846,1758,1681,2531
gemcitabine,Sorafenib,MDA.MB.436,breast,4033.5,-6.625228,-3.728561,-2.533033,-1.8607855,-5.9643517,-1.7023516,-0.31207728,-7.4421144,-5.0243917,-3.749875,-0.12838937,-6.820577,-5.2606306,-2.3007076,-8.102184,-8.323949,-5.7408667,-1.9920986,-1.070505,-3.341421,-2.931018,-7.172296,-2.4099543,-8.553734,-6.163129,4157,4028,4111,4096,4111,4028,4037,4137,4157,4103,4172,3562
L-778123 free base,Dinaciclib,MDA.MB.436,breast,3201.5,-0.94928247,-1.8041553,-4.631686,0.08709289,-1.7242569,-3.0168047,-3.3806071,-2.3066385,2.499474,-5.0107193,-2.1672218,1.6237327,2.0066338,-1.914268,-2.7708943,-10.368528,-6.482845,-2.6436088,-4.5691338,-5.241281,-3.6065967,0.32032573,-4.0707054,-1.0376050000000001,-0.8541374,3693,3588,3631,3632,3631,3588,3589,3634,3693,3641,3751,3618
L-778123 free base,etoposide,MDA.MB.436,breast,1853.5,4.1211185,3.1874213,-3.9124722,0.295034,5.233354,2.4443233,4.2220287,6.209725,5.8601103,-0.9006689,2.0743158,3.1407287,5.3433094,-0.06602332,6.1746974,1.3066267,-2.7512474,2.7173119,4.973746,0.9073301,2.2878957,-1.3919517,-0.8954246,3.5061827,1.6658772,1954,2002,1941,1966,1941,2002,1990,1714,1954,1949,1938,2359
L-778123 free base,geldanamycin,MDA.MB.436,breast,1357.5,-1.3335072,-1.8373581,-4.770605,3.2216277,4.73319,4.6891966,6.3479385,-0.002893504,-2.525028,0.04268607,3.7667062,3.2486944,-1.3809568,-3.4972208,1.9260063,-1.1272359,5.7790556,3.149342,0.6949901,7.9942656,-0.069781646,0.9397923,-2.369439,4.86767,0.070913725,2322,2333,2293,2376,2293,2333,2321,2594,2322,2280,2283,2669
L-778123 free base,Lapatinib,MDA.MB.436,breast,1385.5,3.1698732,5.9700174,4.4238577,4.136254,4.696913,4.0631127,1.9129671,-5.8431883,4.6523895,4.7714963,1.8020213,1.6608194,6.076088,3.0055351,4.9150043,-0.87827784,2.6515996,5.5103736,5.9168563,3.594393,1.8873448,4.547531,3.9035823,2.2870784,2.8406663,1511,1636,1565,1522,1565,1636,1628,1309,1511,1563,1581,1280
L-778123 free base,MK-2206,MDA.MB.436,breast,1497.5,7.828798,6.589179,9.580375,2.7326033,7.9062214,10.262712,11.142603,5.9950247,13.75177,6.7467146,6.6294284,10.889188,9.2439,10.113855,13.182231,8.899107,5.1696825,13.300991,9.391711,6.509531,10.755782,8.788227,3.6929731,8.965713,8.339648,291,286,295,293,295,286,279,287,291,290,266,348
L-778123 free base,7-Ethyl-10-hydroxycamptothecin,MDA.MB.436,breast,1483.5,7.2552886,5.5061007,5.655098,7.42315,1.8418611,2.1442053,3.5324454,9.333052,11.908715,11.0163,4.84995,6.7090645,10.124978,11.356457,3.2272587,0.6608881,-5.561926,-0.7753726,3.4200156,4.093447,6.041037,5.899113,3.6305985,8.734473,5.6427135,952,1431,867,1140,867,1431,1426,810,952,876,905,1413
L-778123 free base,Sorafenib,MDA.MB.436,breast,4913.5,-5.718006,2.0604553,-0.32096896,-2.4189243,-2.3306806,-7.4425836,-5.2437,3.1408617,-1.8606323,0.95531565,5.2653313,-2.5652092,-3.7905545,-1.256349,-2.961349,0.13563752,-0.97736275,-0.33603668,1.5624988,4.3060446,-4.770762,2.5774734,0.73851013,-1.3601258,-2.9355025,3203,3152,3224,3208,3224,3152,3143,3268,3203,3216,3103,3088
L-778123 free base,topotecan,MDA.MB.436,breast,2147.5,6.7412686,-0.60679245,4.388891,3.8332272,0.6514659,-5.805678,-5.1897497,-2.5136063,1.4505019,0.7884522,-4.132239,1.4497807,-0.049525067,-2.2691567,1.904091,2.989211,-6.865576,-4.0283957,-3.2656434,-8.439592,-1.9967816,-5.34325,-1.9342774,-4.072368,4.065798,3212,3288,3230,3294,3230,3288,3293,3466,3212,3253,3221,3444
Lapatinib,Dinaciclib,MDA.MB.436,breast,3285.5,-6.74456,-6.562928,-2.321562,-7.9526353,-7.528992,-12.118235,-10.278489,-4.743714,-5.0948367,-3.7575011,-10.372472,-1.3574868,-3.5405815,-4.5557756,-4.724913,-12.481949,-4.9181824,-3.6765351,-8.58965,-4.8031206,-5.244796,-7.035008,-3.8177495,-5.136925,-6.4333825,4480,4282,4369,4357,4369,4282,4282,4244,4480,4365,4493,3961
Lapatinib,geldanamycin,MDA.MB.436,breast,1445.5,-0.5569006,-1.142693,-2.7232223,-0.11887421,0.03563918,-1.3317802,-1.1276623,-0.2293961,-1.2429733,-1.6667894,-2.944907,-1.3936563,-8.212743,-5.150305,-1.2416341,0.36988977,-1.7626212,-1.4991949,4.01585,-3.8800108,-2.0977504,-3.0268235,-0.43923098,1.8255727,0.17362687,3415,3205,3322,3283,3322,3205,3203,3289,3415,3330,3389,3407
metformin,MK-1775,MDA.MB.436,breast,5747.5,-61.843975,-69.58948,-62.627285,-70.00559,-49.348923,-74.61151,-67.40511,-74.78244,-64.60932,-66.25138,-53.279076,-68.10248,-66.49045,-69.2338,-67.18046,-53.564743,-64.40633,-68.693436,-58.52792,-59.057426,-63.19544,-69.98703,-68.67991,-58.908413,-74.59984,5751,5745,5752,5750,5752,5745,5748,5751,5751,5752,5258,5739
metformin,915019-65-7,MDA.MB.436,breast,5403.5,-50.89212,-49.024765,-46.546513,-42.094845,-38.98812,-44.76712,-55.537354,-51.458298,-32.4206,-43.89371,-39.55162,-42.058846,-26.796703,-42.557755,-40.325134,-22.024206,-42.02431,-49.64919,-41.62673,-38.567173,-42.815742,-47.286175,-49.586807,-42.45237,-51.777794,5638,5621,5634,5632,5634,5621,5620,5630,5638,5632,5259,5680
metformin,891494-63-6,MDA.MB.436,breast,5273.5,-23.242949,-23.447945,-33.879128,-31.62972,-13.665289,-50.37463,-27.016834,-27.078485,-25.499743,-28.146797,-14.4649315,-23.910265,-29.298643,-19.266825,-37.73786,-42.01,-38.092045,-26.329388,-23.630457,-39.515827,-32.74483,-24.14102,-25.627337,-21.120422,-26.440514,5417,5433,5417,5423,5417,5433,5433,5385,5417,5421,5260,5307
metformin,Vorinostat,MDA.MB.436,breast,5567.5,-34.19201,-36.054108,-37.55467,-27.882011,-35.9522,-34.318714,-39.50081,-42.261795,-36.35227,-32.024246,-23.28987,-32.644196,-36.67554,-36.109585,-33.42038,-35.250755,-36.542454,-30.685917,-40.3298,-35.781094,-44.74315,-38.277016,-31.48003,-16.961092,-47.69907,5553,5518,5554,5545,5554,5518,5521,5548,5553,5555,5261,5519
methotrexate,Lapatinib,MDA.MB.436,breast,4643.5,-6.314469,-11.168438,-6.9148145,-6.6782875,-8.009542,-20.39983,-15.627842,-8.492395,-11.847935,-12.0371685,-9.401606,-10.753028,-9.445879,-9.997929,-6.6649323,-9.449594,-10.219124,-10.928149,-13.486505,-10.831583,-8.144478,-13.866512,-8.177611,-6.575258,-14.375649,4844,4645,4753,4742,4753,4645,4644,4773,4844,4759,4861,4644
methotrexate,391210-10-9,MDA.MB.436,breast,4731.5,-8.845692,-6.973028,-7.5331945,-8.531277,-12.776462,-10.094757,-6.3186264,-7.6917424,-8.418876,-5.211667,-11.9024515,-8.994297,-4.5075064,-8.106039,-7.0593143,-10.865439,-9.477208,-4.1278186,-10.181691,-7.6214275,-4.0723934,-5.0917277,-5.9845676,-8.108592,-5.716121,4673,4443,4564,4538,4564,4443,4444,4615,4673,4562,4648,4153
methotrexate,Vorinostat,MDA.MB.436,breast,4607.5,-2.3377619,-4.4642887,-2.350809,-2.072653,-2.2932441,-1.90656,-2.9194453,-1.1020471,-3.6212847,-3.3119965,-2.8081768,-6.146266,-4.7491155,-4.7153373,-3.588605,-3.2337365,-1.2689964,-0.5892948,-5.458467,-5.579709,-4.3735003,-3.902373,-3.4273875,-5.9691563,-2.3506515,4033,3673,3871,3837,3871,3673,3677,3864,4033,3872,4187,2921
mitomycin C,MK-1775,MDA.MB.436,breast,901.5,4.5194488,8.108051,4.835114,5.215936,8.627529,5.8573656,4.1667824,4.090594,4.2355075,7.2355204,-0.9152786,4.1279464,7.7511735,2.3464594,13.25428,9.7900095,3.4582722,4.6227684,7.363349,6.8114853,6.8048105,5.5846047,3.939831,6.367066,4.584277,783,836,783,769,783,836,823,956,783,783,899,665
mitomycin C,Bortezomib,MDA.MB.436,breast,3595.5,-0.5459475,-1.2000033,0.84806395,-1.2901344,-0.5849841,-1.1060882,-4.074637,-2.15808,-1.6078763,-1.9108715,-1.2759328,-4.3995185,2.580724,-1.3397475,0.3451438,-3.485724,-1.4668485,-1.4687074,-1.2754359,-0.9880075,-4.1002765,-0.08727787,-0.22301254,-1.1587753,-1.5183713,3421,3031,3308,3216,3308,3031,3049,3323,3421,3310,3403,2553
mitomycin C,geldanamycin,MDA.MB.436,breast,2497.5,2.5769677,1.2901555,3.4517343,-2.5855846,2.792495,0.668857,0.2294831,2.323567,0.90102375,0.41913873,0.313796,1.8993648,0.25676298,2.775154,1.2795955,4.3480434,2.0662913,0.8803921,2.8495986,0.6418486,2.9965732,2.441032,1.3012546,2.248064,-0.9624829,2221,1918,2205,2025,2205,1918,1911,2243,2221,2208,2402,1754
mitomycin C,391210-10-9,MDA.MB.436,breast,3279.5,-1.814788,-4.9485426,-1.7600359,1.3734392,-0.7955432,-3.8010535,-1.9199439,-1.3028857,-2.9964144,-0.38050762,-0.18241577,-4.8600264,-1.2045783,-1.827424,-4.831563,0.8283546,-6.584941,-0.552788,-0.5428348,-7.3028126,-3.0901392,-0.088141195,-2.3027089,1.6733545,-1.2158736,3578,3314,3508,3458,3508,3314,3312,3441,3578,3521,3486,3193
mitomycin C,Sorafenib,MDA.MB.436,breast,5397.5,-11.794665,-3.387777,-7.2060122,-9.640077,-8.442502,-3.3108945,-11.024571,-9.385805,-8.562409,-4.345098,-5.752605,-12.724544,-14.880377,-6.2597194,-11.22714,-14.264479,-7.3201885,-1.2391732,-2.105945,-5.6728454,-4.8403144,-6.1910133,-9.128411,-9.029352,-10.998541,4644,4521,4591,4580,4591,4521,4523,4623,4644,4584,4658,4387
