Drug1,Drug2,Cell_Line,Tissue,Borda,Markov,MC1,MC2,MC3,BMARC,BMARCW,CEMC_k,CEMC_s,BIRRA,RRA
Cisplatin,SB216763,CAMA.1,breast,17624,286,376,313,376,17315,18932,16996,17624,17835,18924
Cisplatin,SB216763,COLO.824,breast,18255,167,207,182,207,18048,18946,17923,18255,18400,18922
Cisplatin,SB216763,DU.4475,breast,6686,11963,12520,12125,12520,8305,12808,6616,6686,6517,7064
Cisplatin,SB216763,EFM.19,breast,18781,38,52,57,52,18626,18969,18528,18781,18857,18920
Cisplatin,SB216763,EVSA.T,breast,14300,2213,3256,2833,3256,14127,18534,13600,14300,13991,18918
Cisplatin,SB216763,HCC1143,breast,16217,927,1729,1472,1729,16375,18820,16644,16217,15624,18916
Cisplatin,SB216763,HCC1187,breast,13812,4312,6239,4675,6239,14475,18085,14350,13812,13239,18914
Cisplatin,SB216763,HCC1395,breast,18760,56,53,71,53,18677,18965,18699,18760,18653,18912
Cisplatin,SB216763,HCC1419,breast,17052,405,768,619,768,16851,18906,16580,17052,16979,18910
Cisplatin,SB216763,HCC1428,breast,17030,426,811,665,811,16873,18902,16882,17030,17102,18908
Cisplatin,SB216763,HCC1806,breast,17012,387,709,578,709,16733,18907,16506,17012,17337,18906
Cisplatin,SB216763,HCC1937,breast,16755,783,1603,1217,1603,16552,18831,16658,16755,16641,18904
Cisplatin,SB216763,HCC1954,breast,18688,81,105,108,105,18595,18955,18668,18688,18654,18902
Cisplatin,SB216763,HCC38,breast,14478,2601,3687,3160,3687,14786,18459,14695,14478,14372,18900
Cisplatin,SB216763,HCC70,breast,17572,314,449,362,449,17412,18915,17721,17572,17338,18898
Cisplatin,SB216763,Hs.578.T,breast,11609,6583,8014,7091,8014,12748,17511,11558,11609,11176,18896
Cisplatin,SB216763,JIMT.1,breast,17913,238,299,253,299,17782,18934,17636,17913,17650,18894
Cisplatin,SB216763,MCF7,breast,12640,5195,6634,5645,6634,13747,17989,12045,12640,12491,18892
Cisplatin,SB216763,MDA.MB.157,breast,16326,645,1454,1158,1454,16234,18847,16488,16326,16532,18890
Cisplatin,SB216763,MDA.MB.231,breast,13560,3771,5326,4217,5326,14108,18243,13002,13560,13478,18888
Cisplatin,SB216763,MDA.MB.361,breast,18450,130,138,148,138,18318,18947,18351,18450,18401,18886
Cisplatin,SB216763,MDA.MB.415,breast,18880,19,30,36,30,18784,18964,18828,18880,18858,18884
Cisplatin,SB216763,MDA.MB.436,breast,18549,110,112,124,112,18406,18951,18401,18549,18655,18882
Cisplatin,SB216763,MDA.MB.453,breast,14106,3367,4715,3820,4715,14716,18295,13604,14106,13743,18880
Cisplatin,SB216763,MDA.MB.468,breast,12261,5152,6698,5715,6698,12890,17914,12108,12261,11928,18878
Cisplatin,SB216763,MFM.223,breast,18714,62,68,76,68,18562,18956,18597,18714,18656,18876
Cisplatin,SB216763,OCUB.M,breast,16858,466,921,780,921,16584,18891,16158,16858,17103,18874
Cisplatin,SB216763,T47D,breast,18209,156,181,175,181,17863,18941,17856,18209,18859,18872
Cisplatin,SB216763,UACC.893,breast,13160,4219,5675,4683,5675,13617,18194,13338,13160,12797,18870
Cisplatin,Doramapimod,BT.549,breast,14543,1807,2471,2423,2471,14237,18659,14138,14543,14694,18868
Cisplatin,Doramapimod,CAL.120,breast,9450,7796,8967,8464,8967,10188,17036,9037,9450,9332,8660
Cisplatin,Doramapimod,CAL.51,breast,2813,16585,16774,16582,16774,6505,3132,2439,2813,2314,3111
Cisplatin,Doramapimod,CAMA.1,breast,15042,1684,2426,2258,2426,14913,18674,14956,15042,14752,18866
Cisplatin,Doramapimod,COLO.824,breast,14771,2405,3649,2962,3649,15395,18440,14198,14771,14478,18864
Cisplatin,Doramapimod,DU.4475,breast,2850,16152,16364,16190,16364,6426,3878,2878,2850,2661,2702
Cisplatin,Doramapimod,EFM.19,breast,17487,362,601,448,601,17495,18908,17064,17487,17454,18862
Cisplatin,Doramapimod,EVSA.T,breast,11409,6072,7757,6720,7757,11988,17503,11643,11409,11002,11722
Cisplatin,Doramapimod,HCC1143,breast,14572,1902,2805,2499,2805,14295,18571,14543,14572,14510,18859
Cisplatin,Doramapimod,HCC1187,breast,6707,11568,12301,11898,12301,8672,13005,6273,6707,6102,7352
Cisplatin,Doramapimod,HCC1395,breast,17633,315,392,359,392,17451,18914,17610,17633,17607,18857
Cisplatin,Doramapimod,HCC1419,breast,14351,2435,3654,3032,3654,14544,18424,13232,14351,14381,18855
Cisplatin,Doramapimod,HCC1428,breast,16435,681,1388,1184,1388,16315,18850,16823,16435,16209,18853
Cisplatin,Doramapimod,HCC1806,breast,8574,10569,11338,10721,11338,10040,14936,8615,8574,7877,10080
Cisplatin,Doramapimod,HCC1937,breast,11738,5648,6897,6235,6897,12531,17856,11823,11738,11836,18851
Cisplatin,Doramapimod,HCC1954,breast,16764,435,869,717,869,16685,18888,15973,16764,16852,18849
Cisplatin,Doramapimod,HCC38,breast,12235,5102,6669,5639,6669,12451,17931,12411,12235,11822,11889
Cisplatin,Doramapimod,HCC70,breast,12963,4245,5714,4716,5714,13250,18161,12879,12963,12786,18847
Cisplatin,Doramapimod,Hs.578.T,breast,9795,9153,10293,9519,10293,11394,16129,9536,9795,9042,18845
Cisplatin,Doramapimod,JIMT.1,breast,13769,3449,4809,3955,4809,14177,18279,13869,13769,13733,18843
Cisplatin,Doramapimod,MCF7,breast,8855,9290,10292,9690,10292,9908,16156,9065,8855,8257,8630
Cisplatin,Doramapimod,MDA.MB.157,breast,12918,3862,5266,4429,5266,13111,18227,13061,12918,12698,18841
Cisplatin,Doramapimod,MDA.MB.231,breast,7448,10969,11679,11209,11679,8734,14366,7390,7448,6891,6434
Cisplatin,Doramapimod,MDA.MB.361,breast,16646,514,1358,915,1358,16362,18834,16466,16646,16749,18839
Cisplatin,Doramapimod,MDA.MB.415,breast,17669,291,413,319,413,17436,18910,17258,17669,17608,18837
Cisplatin,Doramapimod,MDA.MB.436,breast,17871,254,325,283,325,17836,18917,17437,17871,17783,18835
Cisplatin,Doramapimod,MDA.MB.453,breast,8406,9819,10702,10215,10702,9896,15620,7992,8406,7844,10752
Cisplatin,Doramapimod,MDA.MB.468,breast,7102,12464,13125,12575,13125,9124,11379,6972,7102,6217,7936
Cisplatin,Doramapimod,MFM.223,breast,16555,847,1721,1334,1721,16915,18784,17145,16555,16278,18833
Cisplatin,Doramapimod,OCUB.M,breast,9899,7958,9313,8512,9313,10835,16824,8610,9899,9730,11401
Cisplatin,Doramapimod,T47D,breast,15281,1037,1815,1712,1815,14689,18759,15183,15281,15724,18831
Cisplatin,Doramapimod,UACC.893,breast,5976,12494,13003,12705,13003,7853,11645,6168,5976,5923,5652
Cisplatin,ZM447439,CAL.51,breast,1854,17374,17474,17391,17474,6119,2091,1484,1854,1668,1704
Cisplatin,ZM447439,CAMA.1,breast,14430,1965,2862,2580,2862,14144,18539,13627,14430,14891,18829
Cisplatin,ZM447439,COLO.824,breast,15195,2430,4235,2860,4235,15326,18341,14706,15195,15242,18827
Cisplatin,ZM447439,DU.4475,breast,2540,16258,16369,16319,16369,6289,3803,2409,2540,2159,1999
Cisplatin,ZM447439,EFM.19,breast,16266,810,1586,1321,1586,16495,18801,16293,16266,16148,18825
Cisplatin,ZM447439,EVSA.T,breast,8942,9198,10408,9645,10408,10202,15804,8849,8942,8892,9761
Cisplatin,ZM447439,HCC1143,breast,14361,2240,3264,2861,3264,14443,18457,13773,14361,14099,18823
Cisplatin,ZM447439,HCC1187,breast,5084,14131,14516,14244,14516,8393,7587,4432,5084,4036,5661
Cisplatin,ZM447439,HCC1395,breast,16797,406,776,648,776,16231,18889,16032,16797,17188,18821
Cisplatin,ZM447439,HCC1419,breast,13737,2630,3798,3260,3798,13667,18386,13593,13737,13143,18819
Cisplatin,ZM447439,HCC1428,breast,15996,898,1826,1461,1826,15945,18747,15499,15996,15672,18817
Cisplatin,ZM447439,HCC1806,breast,11023,5393,6778,6105,6778,11325,17820,10640,11023,11102,10680
Cisplatin,ZM447439,HCC1937,breast,12197,4883,6325,5498,6325,12762,18038,11405,12197,11819,18815
Cisplatin,ZM447439,HCC1954,breast,15085,1787,2904,2329,2904,15608,18506,14648,15085,14946,18813
Cisplatin,ZM447439,HCC38,breast,10079,6957,8325,7715,8325,10619,17276,9492,10079,9862,9985
Cisplatin,ZM447439,HCC70,breast,12751,3595,4828,4198,4828,12596,18255,12493,12751,13554,18811
Cisplatin,ZM447439,Hs.578.T,breast,9238,8313,9499,8896,9499,10255,16703,9278,9238,8893,9861
Cisplatin,ZM447439,JIMT.1,breast,12955,3445,4868,4037,4868,13026,18261,11840,12955,12773,18810
Cisplatin,ZM447439,MCF7,breast,7769,11109,11847,11245,11847,9440,14087,7713,7769,7603,9061
Cisplatin,ZM447439,MDA.MB.157,breast,11897,4948,6511,5608,6511,12543,17927,11617,11897,11960,18808
Cisplatin,ZM447439,MDA.MB.231,breast,8846,8403,9616,9033,9616,9805,16585,8982,8846,9146,8517
Cisplatin,ZM447439,MDA.MB.361,breast,14242,3208,4750,3640,4750,14970,18263,13496,14242,14260,18806
Cisplatin,ZM447439,MDA.MB.415,breast,16630,715,1704,1192,1704,16877,18750,17108,16630,16155,18804
Cisplatin,ZM447439,MDA.MB.436,breast,17589,358,603,438,603,17607,18895,17157,17589,17784,18802
Cisplatin,ZM447439,MDA.MB.453,breast,6780,12227,12867,12406,12867,8894,11730,6373,6780,6421,7928
Cisplatin,ZM447439,MDA.MB.468,breast,7497,9991,10718,10468,10718,8698,15497,7270,7497,7792,7576
Cisplatin,ZM447439,MFM.223,breast,16162,999,1975,1524,1975,16147,18695,16133,16162,16106,18800
Cisplatin,ZM447439,OCUB.M,breast,8352,10559,11269,10675,11269,9670,14781,8871,8352,8515,8493
Cisplatin,ZM447439,T47D,breast,14922,1398,2287,2042,2287,14613,18635,13779,14922,14942,18798
Cisplatin,ZM447439,UACC.893,breast,4912,13669,13992,13830,13992,7467,9379,4344,4912,4450,4955
Cisplatin,ZM447439,AU565,breast,5156,13801,14139,13899,14139,7493,8781,4865,5156,4925,5441
Cisplatin,ZM447439,BT.549,breast,14768,1941,2823,2505,2823,14788,18502,14191,14768,14744,18796
Cisplatin,ZM447439,CAL.120,breast,9440,7877,9124,8525,9124,10128,16940,9469,9440,8859,9354
Cisplatin,Pictilisib,HCC202,breast,17245,372,707,490,707,16987,18886,17070,17245,17339,18794
Cisplatin,Pictilisib,HCC38,breast,12964,3599,4692,4175,4692,13204,18271,12315,12964,13462,18792
Cisplatin,Pictilisib,HCC70,breast,11990,4385,5709,4992,5709,12032,18146,11559,11990,11668,11328
Cisplatin,Pictilisib,Hs.578.T,breast,8920,10124,10973,10294,10973,10272,15279,8903,8920,8704,10972
Cisplatin,Pictilisib,JIMT.1,breast,10966,6114,7427,6790,7427,11506,17609,10231,10966,11345,18790
Cisplatin,Pictilisib,MCF7,breast,7016,11239,12020,11560,12020,8644,13441,7594,7016,6537,7286
Cisplatin,Pictilisib,MDA.MB.157,breast,12211,4863,6283,5492,6283,12969,17979,12356,12211,11736,18789
Cisplatin,Pictilisib,MDA.MB.231,breast,8756,8844,9783,9361,9783,9663,16512,8686,8756,8866,8629
Cisplatin,Pictilisib,MDA.MB.361,breast,15076,2035,3323,2557,3323,15219,18420,15072,15076,14533,18787
Cisplatin,Pictilisib,MDA.MB.415,breast,15277,2300,3614,2736,3614,15542,18400,16147,15277,15281,18785
Cisplatin,Pictilisib,MDA.MB.436,breast,18309,177,194,186,194,18292,18926,18405,18309,18037,18783
Cisplatin,Pictilisib,MDA.MB.453,breast,7641,10914,11566,11187,11566,9279,14305,7289,7641,7504,9094
Cisplatin,Pictilisib,MDA.MB.468,breast,7485,10797,11396,11094,11396,8920,14588,7271,7485,7379,8595
Cisplatin,Pictilisib,MFM.223,breast,15661,1406,2435,1968,2435,16030,18580,16540,15661,15411,18781
Cisplatin,Pictilisib,OCUB.M,breast,5229,13677,13951,13768,13951,7449,9424,5385,5229,4496,5244
Cisplatin,Pictilisib,T47D,breast,15859,706,1346,1259,1346,15215,18803,15498,15859,15725,18779
Cisplatin,Pictilisib,UACC.893,breast,5369,13391,13743,13505,13743,7529,10119,5506,5369,4804,5349
Cisplatin,AZD8055,AU565,breast,11279,6649,8183,7277,8183,12399,17294,11876,11279,10575,18777
Cisplatin,Pictilisib,AU565,breast,9890,8626,9781,9123,9781,11750,16464,8115,9890,9199,18775
Cisplatin,Pictilisib,BT.549,breast,15901,1027,1818,1613,1818,16013,18704,16498,15901,15373,18773
Cisplatin,Pictilisib,CAL.120,breast,8714,9207,10140,9660,10140,9766,16240,7966,8714,8802,9353
Cisplatin,Pictilisib,CAL.51,breast,1789,17422,17543,17432,17543,6052,2009,1662,1789,1438,1561
Cisplatin,Pictilisib,CAMA.1,breast,13273,3304,4350,3866,4350,13249,18288,12960,13273,13504,18771
Cisplatin,Pictilisib,COLO.824,breast,15865,1516,2599,2023,2599,16609,18537,16872,15865,15533,18769
Cisplatin,Pictilisib,DU.4475,breast,2928,15785,16013,15870,16013,6378,4321,2662,2928,2675,2508
Cisplatin,Pictilisib,EFM.19,breast,17605,283,344,308,344,17240,18905,16645,17605,18234,18767
Cisplatin,Pictilisib,EVSA.T,breast,7300,11113,11796,11355,11796,8783,13965,7902,7300,7433,7719
Cisplatin,Pictilisib,HCC1143,breast,15737,1324,2177,1877,2177,15874,18609,15810,15737,15737,18765
Cisplatin,Pictilisib,HCC1187,breast,7578,11405,12166,11646,12166,9520,13176,6478,7578,6229,10655
Cisplatin,Pictilisib,HCC1395,breast,18314,170,170,180,170,18173,18918,18352,18314,18402,18763
Cisplatin,Pictilisib,HCC1419,breast,14352,2458,3639,3040,3639,14402,18361,14703,14352,13680,18761
Cisplatin,Pictilisib,HCC1428,breast,15022,1414,2152,2038,2152,14754,18625,14287,15022,15222,18759
Cisplatin,Pictilisib,HCC1806,breast,10604,6453,7790,7168,7790,11129,17419,10603,10604,10595,10524
Cisplatin,Pictilisib,HCC1937,breast,13544,3231,4281,3749,4281,13449,18293,13672,13544,12978,18757
Cisplatin,Pictilisib,HCC1954,breast,13008,3927,5321,4457,5321,13328,18188,13318,13008,12613,18755
Cisplatin,AZD8055,BT.549,breast,16786,440,818,704,818,16277,18857,16333,16786,16804,18753
Cisplatin,AZD8055,CAL.120,breast,12288,4259,5597,4831,5597,12501,18144,11204,12288,11759,18751
Cisplatin,AZD8055,CAL.51,breast,2324,16872,16997,16876,16997,6254,2802,2346,2324,1984,2189
Cisplatin,AZD8055,CAMA.1,breast,15633,874,1583,1468,1583,15221,18726,15336,15633,15781,18749
Cisplatin,AZD8055,COLO.824,breast,17211,499,1085,795,1085,17346,18812,17130,17211,17104,18747
Cisplatin,AZD8055,DU.4475,breast,3951,14686,14960,14816,14960,6808,6426,3498,3951,3651,3399
Cisplatin,AZD8055,EFM.19,breast,18407,124,126,137,126,18091,18923,17933,18407,18860,18745
Cisplatin,AZD8055,EVSA.T,breast,9987,7274,8673,7992,8673,10721,17082,10195,9987,9360,9857
Cisplatin,AZD8055,HCC1143,breast,16436,547,1080,967,1080,16045,18811,16430,16436,16750,18743
Cisplatin,AZD8055,HCC1187,breast,9218,8152,9361,8796,9361,10112,16700,9075,9218,8949,9698
Cisplatin,AZD8055,HCC1395,breast,18533,125,108,131,108,18426,18928,18553,18533,18657,18741
Cisplatin,AZD8055,HCC1419,breast,16018,829,1534,1383,1534,15920,18715,16106,16018,15970,18739
Cisplatin,AZD8055,HCC1428,breast,14741,1956,2738,2517,2738,14776,18485,14139,14741,14695,18737
Cisplatin,AZD8055,HCC1806,breast,13869,2686,3850,3281,3850,13566,18332,13168,13869,14206,18735
Cisplatin,AZD8055,HCC1937,breast,15247,1262,2015,1879,2015,14897,18617,14618,15247,15573,18733
Cisplatin,AZD8055,HCC1954,breast,16453,561,1187,1004,1187,16262,18798,16564,16453,16436,18731
Cisplatin,AZD8055,HCC38,breast,13339,3548,4689,4080,4689,13772,18247,13504,13339,13568,18729
Cisplatin,AZD8055,HCC70,breast,14273,1981,2873,2617,2873,13785,18448,13550,14273,14623,18727
Cisplatin,AZD8055,Hs.578.T,breast,10738,7413,8821,7999,8821,11812,17026,10749,10738,10719,18725
Cisplatin,AZD8055,JIMT.1,breast,14113,2438,3443,3060,3443,14178,18380,13447,14113,14100,18724
Cisplatin,AZD8055,MCF7,breast,9291,8548,9682,9084,9682,10322,16466,9234,9291,9522,10303
Cisplatin,AZD8055,MDA.MB.157,breast,12976,3455,4664,4040,4664,12923,18234,12710,12976,13629,18722
Cisplatin,AZD8055,MDA.MB.231,breast,11139,5396,6695,6085,6695,11351,17772,10989,11139,11287,11397
Cisplatin,AZD8055,MDA.MB.361,breast,17370,431,993,646,993,17459,18816,17640,17370,17251,18720
Cisplatin,AZD8055,MDA.MB.415,breast,17760,350,627,406,627,17772,18869,17903,17760,17554,18718
Cisplatin,AZD8055,MDA.MB.436,breast,18202,215,253,224,253,18152,18903,18107,18202,18001,18716
Cisplatin,AZD8055,MDA.MB.453,breast,9919,7409,8684,8126,8684,10874,17024,9334,9919,9605,10927
Cisplatin,AZD8055,MDA.MB.468,breast,8758,8991,10076,9493,10076,9695,16066,8719,8758,8852,8881
Cisplatin,AZD8055,MFM.223,breast,17814,246,323,270,323,17637,18896,17563,17814,17836,18714
Cisplatin,AZD8055,OCUB.M,breast,9301,8552,9796,9063,9796,10206,16407,9656,9301,8653,10286
Cisplatin,AZD8055,T47D,breast,17214,344,487,425,487,16694,18877,16390,17214,17340,18712
Cisplatin,AZD8055,UACC.893,breast,7799,10291,11034,10662,11034,9084,15016,7848,7799,7946,8331
Cisplatin,Tozasertib,AU565,breast,4969,14072,14490,14168,14490,7444,7500,4292,4969,4508,5270
Cisplatin,Tozasertib,BT.549,breast,13408,3894,5462,4393,5462,14156,18130,13385,13408,13036,18710
Cisplatin,Tozasertib,CAL.120,breast,12251,4987,6739,5614,6739,13252,17773,11924,12251,12226,18708
Cisplatin,Tozasertib,CAL.51,breast,3371,16228,16347,16180,16347,6732,3827,2643,3371,3159,4458
Cisplatin,Tozasertib,CAMA.1,breast,15347,1297,2439,1915,2439,15301,18508,14806,15347,15407,18706
Cisplatin,Tozasertib,COLO.824,breast,13483,4844,6983,5217,6983,14306,17657,13791,13483,12579,18704
Cisplatin,Tozasertib,DU.4475,breast,2565,16201,16308,16274,16308,6232,3840,2389,2565,2161,1813
Cisplatin,Tozasertib,EFM.19,breast,17117,481,1173,788,1173,17445,18763,17460,17117,16586,18702
Cisplatin,Tozasertib,EVSA.T,breast,7475,11439,12213,11594,12213,9181,12872,7032,7475,6910,9422
Cisplatin,Tozasertib,HCC1143,breast,13088,3641,5035,4216,5035,13862,18193,12388,13088,12651,18700
Cisplatin,Tozasertib,HCC1187,breast,5678,13863,14352,13909,14352,8100,7891,5223,5678,5095,7396
Cisplatin,Tozasertib,HCC1395,breast,17357,364,705,470,705,17381,18853,16919,17357,17154,18698
Cisplatin,Tozasertib,HCC1419,breast,15749,1080,2216,1676,2216,15701,18535,15554,15749,15673,18696
Cisplatin,Tozasertib,HCC1428,breast,13955,3290,4819,3769,4819,14565,18220,14288,13955,13633,18694
Cisplatin,Tozasertib,HCC1806,breast,11239,6708,8498,7298,8498,12524,17095,10589,11239,10554,18692
Cisplatin,Tozasertib,HCC1937,breast,12959,4894,6646,5386,6646,13679,17765,13531,12959,12706,18690
Cisplatin,Tozasertib,HCC1954,breast,15392,1909,3297,2406,3297,16208,18378,15747,15392,14957,18688
Cisplatin,Tozasertib,HCC38,breast,10797,6126,7597,6860,7597,11689,17427,10226,10797,10439,18686
Cisplatin,Tozasertib,HCC70,breast,14818,1983,3279,2547,3279,14988,18365,14372,14818,14798,18684
Cisplatin,Tozasertib,Hs.578.T,breast,9057,10216,11258,10465,11258,11017,14680,8892,9057,8067,12011
Cisplatin,Tozasertib,JIMT.1,breast,12324,5017,6797,5609,6797,12898,17715,12172,12324,11655,18682
Cisplatin,Tozasertib,MCF7,breast,7618,10944,11627,11148,11627,9036,14213,7410,7618,7592,8050
Cisplatin,Tozasertib,MDA.MB.157,breast,9881,8471,9879,8983,9879,11498,16223,10033,9881,8684,18680
Cisplatin,Tozasertib,MDA.MB.231,breast,8084,10326,11298,10681,11298,9680,14496,7488,8084,7652,10090
Cisplatin,Tozasertib,MDA.MB.361,breast,16586,920,2144,1426,2144,17113,18522,16690,16586,16320,18678
Cisplatin,Tozasertib,MDA.MB.415,breast,16212,1130,2440,1666,2440,16783,18484,15873,16212,15480,18676
Cisplatin,Tozasertib,MDA.MB.436,breast,15681,1151,2165,1772,2165,16218,18524,15709,15681,15853,18674
Cisplatin,Tozasertib,MDA.MB.453,breast,6809,12383,13094,12519,13094,8722,11162,6714,6809,6706,8049
Cisplatin,Tozasertib,MDA.MB.468,breast,7989,11066,11973,11261,11973,9874,13282,6504,7989,7245,10635
Cisplatin,Tozasertib,MFM.223,breast,15886,1630,3014,2105,3014,16534,18403,16628,15886,15481,18672
Cisplatin,Tozasertib,OCUB.M,breast,10505,8835,10242,9092,10242,12046,15867,11206,10505,10168,18670
Cisplatin,Tozasertib,T47D,breast,15064,1395,2414,2025,2414,14704,18477,14776,15064,15180,18668
Cisplatin,Tozasertib,UACC.893,breast,9659,7949,9119,8548,9119,10561,16779,9592,9659,9330,9629
Cisplatin,Gemcitabine,AU565,breast,9783,9851,10996,10067,10996,11372,14779,10725,9783,8793,18666
Cisplatin,Gemcitabine,BT.549,breast,14571,2544,3836,3089,3836,14927,18287,14116,14571,14431,18664
Cisplatin,Gemcitabine,CAL.120,breast,14033,3028,4357,3523,4357,14455,18250,14215,14033,13645,18662
Cisplatin,Gemcitabine,CAL.51,breast,4817,14223,14594,14319,14594,7408,7212,4030,4817,4771,5098
Cisplatin,Gemcitabine,CAMA.1,breast,13672,3077,4187,3581,4187,13757,18268,13745,13672,13382,18660
Cisplatin,Gemcitabine,COLO.824,breast,13648,4741,6602,5115,6602,14600,17747,14200,13648,12760,18658
Cisplatin,Gemcitabine,DU.4475,breast,5103,14249,14632,14318,14632,7706,7177,4346,5103,4760,6346
Cisplatin,Gemcitabine,EFM.19,breast,15820,1279,2234,1853,2234,16141,18495,16301,15820,15578,18656
Cisplatin,Gemcitabine,EVSA.T,breast,10633,10009,11306,9891,11306,12124,14420,11027,10633,9952,18654
Cisplatin,Gemcitabine,HCC1143,breast,12422,6200,8119,6660,8119,13613,17207,12684,12422,11700,18652
Cisplatin,Gemcitabine,HCC1187,breast,9496,11616,12590,11517,12590,11537,11972,10633,9496,7799,18650
Cisplatin,Gemcitabine,HCC1395,breast,16941,447,913,729,913,16833,18774,17220,16941,16751,18648
Cisplatin,Gemcitabine,HCC1419,breast,17706,266,346,299,346,17420,18879,17275,17706,17651,18646
Cisplatin,Gemcitabine,HCC1428,breast,13387,3828,5293,4331,5293,14167,18129,13117,13387,12690,18644
Cisplatin,Gemcitabine,HCC1806,breast,11470,7495,9142,7933,9142,12738,16657,10908,11470,10678,18642
Cisplatin,Gemcitabine,HCC1937,breast,7946,11428,12159,11543,12159,9783,13087,7974,7946,7274,10348
Cisplatin,Gemcitabine,HCC1954,breast,16648,873,1903,1361,1903,17136,18549,17324,16648,15801,18640
Cisplatin,Gemcitabine,HCC38,breast,12290,4676,6059,5296,6059,13082,17945,11790,12290,12057,18638
Cisplatin,Gemcitabine,HCC70,breast,13319,3911,5389,4387,5389,13687,18093,12372,13319,13436,18636
