Drug1,Drug2,Cell_Line,Tissue,SynergyRank,A1,A2,A3,A4,A5,B1,B2,B3,B4,B5,C1,C2,C3,C4,C5,D1,D2,D3,D4,D5,E1,E2,E3,E4,E5,Borda,Markov,MC1,MC2,MC3,BMARC,BMARCW,CEMC_k,CEMC_s,RankBoost,BIRRA,RRA
etoposide,Sorafenib,MDA.MB.436,breast,4003.5,-5.8944325,-0.6969855,-12.570991,-13.232363,-2.0452137,-9.504599,-4.0584307,-6.4860616,-6.083213,-4.8705053,4.056761,-2.7091315,0.99246645,-1.8729008,-4.172282,-5.243965,-3.7557797,-15.2605915,1.5736715,-1.2997377,-2.8796499,-7.3202224,-5.246871,-5.741113,-6.6544228,3751,3894,3847,3886,3847,3894,3899,3813,3751,3836,3711,4092
etoposide,temozolomide,MDA.MB.436,breast,4719.5,2.8570037,-0.9884704,-13.761663,-10.7389145,-8.866466,-10.758817,-1.4839069,-7.86309,-4.517934,-3.8994524,-4.1660295,-7.0392437,-1.2085419,-11.004172,-5.910554,-13.181595,-5.5251803,-8.211457,-9.7969055,-12.479298,-7.240041,-13.014734,-8.131393,-9.858869,-11.123695,4243,4213,4255,4253,4255,4213,4207,4388,4243,4254,4234,3989
etoposide,Vorinostat,MDA.MB.436,breast,1393.5,2.7281408,1.0207433,2.9960012,6.033027,2.1546988,0.39833778,4.6229706,3.8606348,0.5591072,4.1438603,3.210364,4.387703,1.6343839,2.6128023,4.1569276,1.8675257,2.8619862,2.040383,2.20696,2.989493,1.9683723,1.5300783,2.833225,1.3885947,1.0895983,1255,1056,1325,1120,1325,1056,1056,1414,1255,1326,1370,756
geldanamycin,topotecan,MDA.MB.436,breast,3111.5,-0.17759094,-0.8601505,0.9271514,0.37115523,2.2197812,-1.7361425,0.12791048,0.8158682,-1.2628683,-0.079282284,-0.10078479,0.18727754,1.1959745,0.42444935,1.0190611,2.7153354,0.9144171,1.2252568,-0.08378191,0.3061983,0.71584904,1.2099546,1.6592491,0.53317094,1.2272587,2007,1758,2023,1832,2023,1758,1748,2062,2007,2020,2112,1282
gemcitabine,Dasatinib,MDA.MB.436,breast,2191.5,-4.826267,0.76161873,1.0075613,-7.8701453,-3.078693,-2.025977,1.2834406,-4.6198525,-0.7903296,-0.1508163,-0.7698325,2.1601214,1.1808945,-3.8526704,-3.0725138,0.22957306,-1.1512849,-0.9258185,-1.2076759,-6.503068,-0.8045299,-2.6915777,-5.667655,-3.29635,-3.2706063,3021,2943,3001,2945,3001,2943,2932,2855,3021,2989,3002,3021
gemcitabine,MK-2206,MDA.MB.436,breast,1063.5,5.6598,2.4386516,2.7171254,3.2886403,0.50824547,3.5539205,2.2226007,1.1647481,4.2643337,1.6023096,-0.9368864,3.0940719,1.9824722,3.1463904,1.9910324,3.1069622,1.887464,1.9709755,3.0725133,1.8371753,2.8796067,-3.1818275,-2.6827686,-0.22880107,3.6287236,1477,1370,1500,1423,1500,1370,1371,1486,1477,1500,1652,1741
gemcitabine,Deforolimus,MDA.MB.436,breast,899.5,5.1181626,7.883438,4.1203012,6.512358,4.431698,4.2440057,1.9633738,2.790532,4.394792,3.9909625,5.034405,7.3513136,2.9786956,5.10176,2.534083,2.0168383,3.4485002,4.084583,6.0796065,7.2288237,3.9222124,-1.0038441,3.5806499,5.4095836,3.2860265,831,684,878,763,878,684,700,945,831,880,848,678
gemcitabine,891494-63-6,MDA.MB.436,breast,55.5,6.061194,-0.7927651,3.2624207,0.6169152,-0.6812915,-2.3122525,0.6231885,1.9470807,2.5544415,3.2671065,-2.603227,1.1941385,-0.13859643,2.92221,3.913171,-2.2224245,3.071107,2.405202,-3.4298701,2.5481436,4.1815968,0.48092318,-0.46778083,-1.4653827,2.715588,1811,1796,1803,1794,1803,1796,1799,1673,1811,1804,1861,1868
L-778123 free base,Vorinostat,MDA.MB.436,breast,1589.5,2.0474825,1.8727877,5.2878947,5.221522,1.71102,3.7183836,0.38411903,1.2055959,2.9928324,2.4131398,4.653423,5.7822795,2.6956074,2.9359922,4.17867,5.849152,3.5300589000000002,3.1798992,1.099705,3.4741118,5.3887944,3.482561,-0.90285045,4.941902,1.5149359,1094,970,1159,1031,1159,970,982,1170,1094,1158,1153,1021
Lapatinib,Veliparib,MDA.MB.436,breast,1917.5,5.395092,1.7063283,0.60167605,3.7420998,1.4601994,3.2577655,-0.7502757,1.1226988,6.1072593,1.6641364,5.5299172,6.9649115,-0.15267792,3.653523,2.6916234,3.6148512,4.145418,4.7716846,0.63956165,6.115611,1.638487,-0.18687068,-5.391971,3.9921083,0.4804455,1345,1346,1368,1353,1368,1346,1350,1295,1345,1353,1187,1380
Lapatinib,Dasatinib,MDA.MB.436,breast,1447.5,4.776688,3.6417546,3.597862,-0.6704955,3.015729,0.51820934,-0.08910176,4.8660827,2.231943,5.746028,3.036958,2.5143375,2.60659,1.7008965,2.6201136,3.2257378,6.066841,5.500866,4.297898,-2.2025332,5.973693,4.354202,5.54909,2.1074357,0.7272262,1129,1059,1184,1088,1184,1059,1058,1128,1129,1185,1241,1222
Lapatinib,MK-5108,MDA.MB.436,breast,1963.5,-0.9165024,2.1840787,-1.7996978,1.8245276,-2.8090212,-5.952251,-2.1004798,-0.527405,1.3508348,-1.5676582,-1.1671395,-4.231457,-1.1088784,-3.7319403,-0.5653382,-2.4310596,-0.71947503,5.601362,-1.7662383,0.18027751,-2.7143188,-1.2679795,-1.1265619,0.029560277,-3.7662385,2745,2542,2673,2611,2673,2542,2544,2847,2745,2654,2850,2464
Lapatinib,7-Ethyl-10-hydroxycamptothecin,MDA.MB.436,breast,983.5,-2.506091,-3.893953,-2.6691988,-2.7722812,-4.3310194,-2.0614448,-4.9113226,-7.180757,-4.281426,-0.22471622,-1.7733536,-4.016232,-5.3104506,-4.9062147,-3.9503262,-2.3172648,-4.125216,-2.3072486,-2.6836138,-3.1502578,-3.0370533,-4.000241,-2.989354,-2.0654852,-0.36279976,3537,3106,3397,3293,3397,3106,3114,3437,3537,3404,3737,2688
metformin,Veliparib,MDA.MB.436,breast,5615.5,4.7995963,1.3163759,3.4839866,3.5178888,2.7554452,-14.533471,-0.1045742,-5.6169825,-7.2923427,-1.7199266,-3.6076941,0.8436031,-4.3089952,-4.3231635,-0.62476146,2.9245882,0.48077536,-0.42109838,3.2340894,1.192633,1.0448415,-2.9788935,-1.652827,-2.4829915,-1.3934301,2505,3025,2595,2767,2595,3025,3031,2386,2505,2593,2568,3516
metformin,geldanamycin,MDA.MB.436,breast,5337.5,-22.400244,-33.421463,-23.252531,-38.046616,-23.492165,-19.124271,-18.57928,-30.295938,-30.111546,-24.628025,-27.972609,-31.838503,-34.48424,-22.224606,-33.762794,-44.41363,-32.616154,-39.10174,-29.30855,-32.761013,-40.374928,-31.20258,-24.423292,-32.211956,-31.219698,5467,5434,5455,5443,5455,5434,5436,5471,5467,5449,5330,5209
metformin,L-778123 free base,MDA.MB.436,breast,5013.5,-24.61709,-12.665495,-15.776759,-14.828403,-17.637093,-26.790087,-20.381432,-7.202346,-18.392439,-17.637335,-20.557673,-9.1427,-16.71085,-13.082344,-15.269282,-20.45912,-22.434296,-21.746416,-13.673582,-18.165827,-23.839165,-6.5032263,-29.579765,-15.980774,-25.333944,5058,5028,5053,5041,5053,5028,5028,5073,5058,5041,5091,5272
metformin,MK-5108,MDA.MB.436,breast,5029.5,-14.548406,-11.839517,-9.583949,-9.828316,-12.971797,-23.720957,-22.01817,-20.301308,-23.088852,-26.33945,-43.92584,-19.940784,-37.063774,-37.03176,-40.94535,-37.649612,-22.76178,-7.1073027,-7.884733,-14.583414,-11.190982,-18.554638,-40.94861,-41.56392,-13.977752,5170,5389,5240,5337,5240,5389,5390,5157,5170,5251,4986,4909
methotrexate,Veliparib,MDA.MB.436,breast,3075.5,-8.441201,-7.8209176,-7.782531,0.89182836,-4.088145,-9.7783375,-9.232655,-6.318724,-7.2318683,-5.387225,-4.3451476,-10.349661,-5.935664,-4.5618467,-5.9469786,-6.0883365,-11.709465,-10.228899,-4.5511913,-8.179552,-9.126387,-2.6325097,-5.8715234,-2.789125,-8.68288,4214,3994,4138,4087,4138,3994,3998,4187,4214,4132,4145,3634
methotrexate,MK-1775,MDA.MB.436,breast,3619.5,0.18573995,-2.3895519,-0.79895645,-3.4237578,-4.32849,1.6728066,-4.397451,-4.810379,-2.3573637,-4.7484684,-4.96962,-5.8484707,-3.8145852,3.298519,2.385765,-3.576514,-1.388621,-4.8656034,-0.038448468,-4.013562,-1.5632212,-2.7834039,0.48029375,0.44790205,-2.905084,3106,2888,3045,2997,3045,2888,2888,3196,3106,3057,3322,2393
methotrexate,915019-65-7,MDA.MB.436,breast,4115.5,1.4084333,-5.567166,1.0095769,-2.1258256,-1.803365,-0.7279637,-1.4630554,-4.275067,-2.5093954,-6.719543,-4.032086,-1.7558633,-1.156081,0.7967084,0.65181553,-0.41980758,-0.25574005,-1.0090438,-1.7713726,-3.3683457,4.0273395,-0.687141,0.25463355,1.0404803,0.56957823,2709,2501,2665,2591,2665,2501,2500,2657,2709,2681,2758,2530
methotrexate,MK-2206,MDA.MB.436,breast,3559.5,-1.190732,-2.9534712,-2.4590354,-3.2366242,-3.1513474,-5.3195863,-4.627373,-5.998016,-4.7242737,-5.5689,-5.5669107,-5.6360044,-5.0897636,-5.419367,-4.452952,-2.459878,-3.1616871,-6.3006535,-1.5928254,-5.028821,-2.7005537,-6.759231,-4.427833,-1.9863949,-2.5047085,3787,3397,3615,3534,3615,3397,3408,3826,3787,3627,3824,2599
methotrexate,Sorafenib,MDA.MB.436,breast,3319.5,-9.175559,-16.450445,-13.056524,-18.313639,-17.397587,-11.090334,-15.43446,-10.833626,-16.181347,-16.343927,-9.599656,-15.877149,-14.082761,-11.559288,-13.085501,-7.218186,-19.299229,-8.388765,-11.422694,-18.65326,-17.217161,-12.123043,-14.896657,-12.4113,-20.7041,4902,4726,4821,4788,4821,4726,4724,4833,4902,4818,4901,4691
methotrexate,Sunitinib,MDA.MB.436,breast,4503.5,-5.4008164,-8.197898,-6.5372343,-8.765709,-4.3297353,-8.834169,0.19649468,-3.4329216,-7.3069386,-10.9393425,-7.8020515,-7.5717287,-9.146724,-5.540478,-7.946671,-3.9531097,-7.42524,-2.8743079,-2.080441,-7.8561535,-6.2968545,-5.898603,-6.943385,-8.551315,-7.66052,4205,3967,4113,4070,4113,3967,3968,4258,4205,4113,4103,3515
mitomycin C,Veliparib,MDA.MB.436,breast,2499.5,-2.28097,-3.876259,2.155108,-1.1862396,5.2539052999999996,4.27328,-0.06139369,6.480585,-2.0788639,-3.7817514,0.946808,0.5108087,-2.016378,3.8265023,3.774194,0.4305281,-1.097395,1.2923988,-0.5692996,5.9928045,4.5765157,2.6427927,2.537478,1.3844814,-10.175391,1916,2265,1964,2071,1964,2265,2266,1844,1916,1933,1646,2425
mitomycin C,Dinaciclib,MDA.MB.436,breast,2611.5,0.6424373,-0.7994239,1.348877,1.708796,-3.2262628,-1.8282974,0.48845732,0.41362384,-0.8988917,-0.10246299,-0.7449008,-0.92206854,0.8554356,-0.45102987,0.25429893,1.1403676,-2.0697584,0.5324607,0.28143007,0.89570475,-1.2901175,-0.20400922,-0.6884202,0.2640138,-1.5499996,2334,2089,2312,2144,2312,2089,2069,2266,2334,2312,2376,1683
