Drug1,Drug2,Cell_Line,Tissue,Borda,Markov,MC1,MC2,MC3,BMARC,BMARCW,CEMC_k,CEMC_s,BIRRA,RRA
Cisplatin,Alisertib,HCC1806,breast,12102,5013,6865,5692,6865,13432,17140,12620,12102,11686,18341
Cisplatin,Alisertib,HCC1937,breast,11052,5506,7178,6248,7178,11356,17013,10330,11052,10434,18339
Cisplatin,Alisertib,HCC1954,breast,15224,965,2570,1646,2570,15591,18069,15855,15224,14755,18337
Cisplatin,Alisertib,HCC38,breast,13144,2417,3839,3105,3839,13084,17859,11812,13144,13532,18335
Cisplatin,Alisertib,HCC70,breast,9122,7744,8970,8301,8970,9767,15978,8225,9122,9006,10196
Cisplatin,Alisertib,Hs.578.T,breast,5583,12384,12977,12574,12977,7524,9658,5381,5583,5169,6221
Cisplatin,Alisertib,JIMT.1,breast,12505,3581,5133,4148,5133,13099,17666,12948,12505,12048,18333
Cisplatin,Alisertib,MCF7,breast,7935,9594,10390,9867,10390,8809,14557,8041,7935,7722,7014
Cisplatin,Alisertib,MDA.MB.157,breast,12249,4722,6622,5328,6622,12957,17240,11653,12249,11721,18331
Cisplatin,Alisertib,MDA.MB.231,breast,9660,6679,8066,7411,8066,10155,16667,9302,9660,9562,9861
Cisplatin,Alisertib,MDA.MB.361,breast,14444,2175,3491,2760,3491,14842,17915,14728,14444,14065,18329
Cisplatin,Alisertib,MDA.MB.415,breast,15126,773,2130,1468,2130,15258,18164,14946,15126,14960,18327
Cisplatin,Alisertib,MDA.MB.436,breast,16100,441,1490,766,1490,16284,18269,16418,16100,16089,18325
Cisplatin,Alisertib,MDA.MB.453,breast,9032,8810,9827,9180,9827,9932,15164,8960,9032,8251,10262
Cisplatin,Alisertib,MDA.MB.468,breast,12072,4025,5732,4677,5732,11968,17487,12624,12072,12041,10930
Cisplatin,Alisertib,MFM.223,breast,13659,2450,3944,3081,3944,14067,17849,14163,13659,13661,18323
Cisplatin,Alisertib,OCUB.M,breast,10977,5412,6803,6184,6803,11332,17187,11265,10977,10969,11243
Cisplatin,Alisertib,T47D,breast,13121,3146,4750,3702,4750,13414,17739,13158,13121,12972,18321
Cisplatin,Alisertib,UACC.893,breast,10287,6322,7695,7072,7695,10811,16874,9539,10287,10509,18319
Cisplatin,RO-3306,AU565,breast,16204,388,1123,512,1123,16082,18338,16234,16204,15932,18317
Cisplatin,RO-3306,BT.549,breast,14018,1627,3363,2361,3363,13653,17936,13642,14018,13707,18315
Cisplatin,RO-3306,CAL.120,breast,18084,74,108,76,108,17956,18424,17872,18084,18190,18313
Cisplatin,RO-3306,CAL.51,breast,5432,12264,12704,12490,12704,7237,10017,5743,5432,4546,5114
Cisplatin,RO-3306,CAMA.1,breast,16378,357,862,409,862,16230,18362,16259,16378,16854,18311
Cisplatin,RO-3306,COLO.824,breast,15878,492,1592,981,1592,16067,18248,15641,15878,15549,18309
Cisplatin,RO-3306,DU.4475,breast,4811,12960,13346,13179,13346,6895,8530,4429,4811,4445,4974
Cisplatin,RO-3306,EFM.19,breast,17302,219,299,225,299,17162,18404,17282,17302,17445,18307
Cisplatin,RO-3306,EVSA.T,breast,11590,4459,6165,5178,6165,11964,17353,11198,11590,11338,18305
Cisplatin,RO-3306,HCC1143,breast,14845,1497,3308,2124,3308,14940,17942,14752,14845,14444,18303
Cisplatin,RO-3306,HCC1187,breast,14028,2631,4640,3177,4640,14718,17774,13788,14028,13824,18301
Cisplatin,RO-3306,HCC1395,breast,16070,398,904,552,904,15828,18356,15901,16070,15834,18299
Cisplatin,RO-3306,HCC1419,breast,17979,90,98,97,98,17820,18423,17501,17979,18191,18297
Cisplatin,RO-3306,HCC1428,breast,16190,384,1232,506,1232,16264,18307,16093,16190,15986,18295
Cisplatin,RO-3306,HCC1806,breast,15477,538,1780,1101,1780,15537,18180,15801,15477,15353,18293
Cisplatin,RO-3306,HCC1937,breast,14334,1532,3091,2213,3091,14126,17979,14579,14334,14191,18291
Cisplatin,RO-3306,HCC1954,breast,17635,149,199,157,199,17534,18420,17503,17635,17730,18289
Cisplatin,RO-3306,HCC38,breast,15963,463,1535,866,1535,15854,18252,15780,15963,15656,18287
Cisplatin,RO-3306,HCC70,breast,11719,3807,5595,4489,5595,11558,17526,11848,11719,11941,10759
Cisplatin,RO-3306,Hs.578.T,breast,7107,10709,11519,10937,11519,8320,12662,7445,7107,6815,6938
Cisplatin,RO-3306,JIMT.1,breast,15866,436,1168,769,1168,15843,18313,15839,15866,15987,18284
Cisplatin,RO-3306,MCF7,breast,9962,7460,8584,7936,8584,10627,16236,10660,9962,9718,11313
Cisplatin,RO-3306,MDA.MB.157,breast,15973,417,1403,668,1403,16053,18254,15497,15973,15490,18282
Cisplatin,RO-3306,MDA.MB.231,breast,14006,2063,3878,2711,3878,13854,17848,14538,14006,13550,18280
Cisplatin,RO-3306,MDA.MB.361,breast,16823,325,496,339,496,16820,18375,16605,16823,16963,18278
Cisplatin,RO-3306,MDA.MB.415,breast,17695,154,200,155,200,17619,18419,17554,17695,17731,18276
Cisplatin,RO-3306,MDA.MB.436,breast,17676,191,315,189,315,17716,18397,17712,17676,17149,18274
Cisplatin,RO-3306,MDA.MB.453,breast,12739,2960,4449,3562,4449,12581,17749,12917,12739,12734,18272
Cisplatin,RO-3306,MDA.MB.468,breast,15189,678,1948,1352,1948,15189,18135,14153,15189,15165,18270
Cisplatin,Sorafenib,AU565,breast,14941,671,1751,1363,1751,14505,18177,14698,14941,14921,18268
Cisplatin,Sorafenib,MFM.223,breast,16558,299,498,316,498,16095,18373,15371,16558,16511,18266
Cisplatin,Sorafenib,OCUB.M,breast,15286,625,1838,1235,1838,14970,18173,14885,15286,15053,18264
Cisplatin,Sorafenib,BT.549,breast,13224,2612,4056,3225,4056,13220,17787,12707,13224,13196,18262
Cisplatin,Sorafenib,T47D,breast,15989,410,940,613,940,15734,18341,15454,15989,15835,18260
Cisplatin,Sorafenib,CAL.120,breast,17614,166,206,167,206,17585,18412,17257,17614,17967,18258
Cisplatin,Sorafenib,UACC.893,breast,11403,4630,6143,5347,6143,11575,17296,10814,11403,11000,11174
Cisplatin,Sorafenib,CAL.51,breast,6441,10842,11391,11123,11391,7641,12872,6532,6441,6423,4879
Cisplatin,Sorafenib,CAMA.1,breast,16812,284,470,296,470,16570,18376,16846,16812,16855,18256
Cisplatin,Sorafenib,COLO.824,breast,15079,838,2352,1545,2352,15170,18059,15667,15079,15398,18254
Cisplatin,Sorafenib,DU.4475,breast,4618,12720,13204,12978,13204,6655,8999,4528,4618,5034,3544
Cisplatin,Sorafenib,EFM.19,breast,17677,162,147,163,147,17480,18418,17405,17677,17968,18252
Cisplatin,Sorafenib,EVSA.T,breast,13291,2664,4362,3259,4362,13171,17752,12839,13291,13107,18250
Cisplatin,Sorafenib,HCC1143,breast,12417,3345,4799,3944,4799,12404,17686,12298,12417,12259,18248
Cisplatin,Sorafenib,HCC1187,breast,14083,2542,4578,3080,4578,14454,17702,13919,14083,13551,18246
Cisplatin,Sorafenib,HCC1395,breast,15115,1062,2042,1701,2042,15002,18097,15362,15115,15221,18244
Cisplatin,Sorafenib,HCC1419,breast,17736,141,138,142,138,17563,18416,17378,17736,17969,18242
Cisplatin,Sorafenib,HCC1428,breast,16589,337,752,362,752,16488,18350,16680,16589,16267,18240
Cisplatin,Sorafenib,HCC1806,breast,15243,927,2237,1587,2237,15646,18050,14748,15243,14961,18238
Cisplatin,Sorafenib,HCC1937,breast,13237,2855,4239,3385,4239,13117,17756,12805,13237,13057,18236
Cisplatin,Sorafenib,HCC1954,breast,17880,128,159,126,159,17791,18414,17931,17880,17622,18234
Cisplatin,Sorafenib,HCC38,breast,15882,423,1096,690,1096,15511,18278,15616,15882,15933,18232
Cisplatin,Sorafenib,HCC70,breast,11003,4237,5946,5042,5946,10716,17401,10295,11003,10764,10006
Cisplatin,Sorafenib,Hs.578.T,breast,7701,9021,9965,9510,9965,8594,14891,7097,7701,7982,7555
Cisplatin,Sorafenib,JIMT.1,breast,16254,363,764,438,764,15867,18352,16108,16254,16512,18230
Cisplatin,Sorafenib,MCF7,breast,12862,3373,4853,3858,4853,12496,17688,13016,12862,12827,11377
Cisplatin,Sorafenib,MDA.MB.157,breast,15850,485,1562,951,1562,15877,18178,15970,15850,15711,18228
Cisplatin,Sorafenib,MDA.MB.231,breast,13159,2629,3962,3243,3962,13055,17784,13089,13159,13058,18226
Cisplatin,Sorafenib,MDA.MB.361,breast,17575,170,178,173,178,17381,18407,17368,17575,17732,18224
Cisplatin,Sorafenib,MDA.MB.415,breast,17717,152,214,153,214,17622,18402,17391,17717,17970,18222
Cisplatin,Sorafenib,MDA.MB.436,breast,17384,200,258,205,258,17208,18395,17294,17384,17240,18220
Cisplatin,Sorafenib,MDA.MB.453,breast,13328,2156,3778,2898,3778,13010,17820,12726,13328,13197,18218
Cisplatin,Sorafenib,MDA.MB.468,breast,15492,504,1455,1023,1455,15288,18197,15269,15492,15644,18216
Cisplatin,MK-1775,AU565,breast,5830,13876,14389,13823,14389,8181,5945,5562,5830,5059,6930
Cisplatin,MK-1775,BT.549,breast,6141,12251,12956,12387,12956,8079,9118,6200,6141,5744,7549
Cisplatin,MK-1775,CAL.120,breast,11415,4814,6699,5539,6699,11672,17096,11491,11415,11130,18214
Cisplatin,MK-1775,CAL.51,breast,3056,15201,15430,15281,15430,6092,4233,3161,3056,3056,2909
Cisplatin,MK-1775,CAMA.1,breast,8458,10156,11132,10305,11132,9508,12963,8806,8458,7989,9265
Cisplatin,MK-1775,COLO.824,breast,4631,15257,15761,15174,15761,7654,3696,4120,4631,4159,7640
Cisplatin,MK-1775,DU.4475,breast,2092,16188,16378,16259,16378,5698,2728,2102,2092,1515,1384
Cisplatin,MK-1775,EFM.19,breast,7894,11887,12808,11925,12808,10078,9319,8826,7894,7037,11625
Cisplatin,MK-1775,EVSA.T,breast,4053,15155,15590,15057,15590,6737,3954,3784,4053,4064,4993
Cisplatin,MK-1775,HCC1143,breast,7104,12234,12907,12242,12907,9021,9169,6850,7104,6406,9798
Cisplatin,MK-1775,HCC1187,breast,2891,17072,17174,16930,17174,6706,1626,2251,2891,2687,4471
Cisplatin,MK-1775,HCC1395,breast,6485,12317,12934,12401,12934,8441,9086,5492,6485,5702,8005
Cisplatin,MK-1775,HCC1419,breast,15090,695,1794,1377,1794,14894,18132,13867,15090,14886,18212
Cisplatin,MK-1775,HCC1428,breast,5031,14988,15612,14913,15612,7957,3912,4988,5031,4371,7538
Cisplatin,MK-1775,HCC1806,breast,4786,14637,15120,14614,15120,7466,4591,4086,4786,3997,6321
Cisplatin,MK-1775,HCC1937,breast,6537,11891,12619,12013,12619,8068,9834,6789,6537,6488,7562
Cisplatin,MK-1775,HCC1954,breast,6895,13416,14126,13334,14126,9476,6338,7228,6895,6221,10909
Cisplatin,MK-1775,HCC38,breast,8754,9204,10254,9574,10254,9993,14405,8869,8754,8543,10506
Cisplatin,MK-1775,HCC70,breast,5838,11810,12440,12057,12440,7662,10437,4711,5838,5722,6994
Cisplatin,MK-1775,JIMT.1,breast,7514,10558,11451,10768,11451,8986,12451,7112,7514,7122,8799
Cisplatin,MK-1775,MCF7,breast,8955,7354,8513,7990,8513,9354,16277,8991,8955,8554,8643
Cisplatin,MK-1775,MDA.MB.157,breast,4197,16093,16344,15916,16344,7072,2754,4782,4197,3949,6023
Cisplatin,MK-1775,MDA.MB.231,breast,3841,15346,15716,15312,15716,6721,3729,3533,3841,3393,5354
Cisplatin,MK-1775,MDA.MB.361,breast,13117,2501,3790,3159,3790,13036,17792,12137,13117,13108,18210
Cisplatin,MK-1775,MDA.MB.415,breast,6436,15019,15664,14802,15664,9574,3815,6698,6436,5005,9337
Cisplatin,MK-1775,MDA.MB.436,breast,8710,10891,11877,10987,11877,11076,11591,7799,8710,7468,18208
Cisplatin,MK-1775,MDA.MB.453,breast,4971,14333,14922,14321,14922,7381,4957,5332,4971,4584,5710
Cisplatin,MK-1775,MDA.MB.468,breast,6534,13255,13933,13128,13933,8278,6695,7481,6534,6479,7437
Cisplatin,MK-1775,MFM.223,breast,8544,8649,9769,9146,9769,9504,14926,8437,8544,7946,9850
Cisplatin,MK-1775,OCUB.M,breast,6944,10620,11294,10911,11294,8326,12921,6503,6944,6658,7216
Cisplatin,MK-1775,T47D,breast,7322,12349,13225,12330,13225,9413,8360,7818,7322,6543,9941
Cisplatin,MK-1775,UACC.893,breast,8917,7873,9055,8445,9055,9531,15684,9089,8917,8913,8889
Cisplatin,GSK269962A,AU565,breast,14030,1924,3360,2622,3360,14014,17889,12998,14030,14156,18206
Cisplatin,GSK269962A,BT.549,breast,13079,2524,3845,3150,3845,12645,17795,12256,13079,13082,18204
Cisplatin,GSK269962A,CAL.120,breast,16022,479,1693,927,1693,16191,18145,16184,16022,15841,18202
Cisplatin,GSK269962A,CAL.51,breast,4265,13644,13992,13812,13992,6651,6782,4075,4265,4363,4350
Cisplatin,GSK269962A,CAMA.1,breast,11776,4805,6544,5484,6544,12172,17129,11813,11776,11924,18200
Cisplatin,GSK269962A,COLO.824,breast,15581,518,1570,1041,1570,15496,18159,15349,15581,15117,18198
Cisplatin,GSK269962A,DU.4475,breast,2895,15193,15354,15287,15354,6007,4435,2606,2895,2458,2289
Cisplatin,GSK269962A,EFM.19,breast,15827,426,1186,728,1186,15466,18224,15465,15827,15491,18196
Cisplatin,GSK269962A,EVSA.T,breast,8423,9390,10433,9713,10433,9490,14229,8156,8423,7700,8867
Cisplatin,GSK269962A,HCC1143,breast,13672,2341,3611,2974,3611,13620,17842,13914,13672,13363,18194
Cisplatin,GSK269962A,HCC1187,breast,11253,5877,7669,6592,7669,12661,16846,11267,11253,11075,18192
Cisplatin,GSK269962A,HCC1395,breast,14419,1919,2945,2531,2945,14202,17929,14362,14419,14254,18190
Cisplatin,GSK269962A,HCC1419,breast,14126,4053,5945,4265,5945,14547,17441,14292,14126,13224,18188
Cisplatin,GSK269962A,HCC1428,breast,15038,1730,3606,2300,3606,15182,17866,15189,15038,14575,18186
Cisplatin,GSK269962A,HCC1806,breast,10102,6739,8039,7368,8039,10538,16489,9563,10102,10017,10866
Cisplatin,GSK269962A,HCC1937,breast,13315,3153,4637,3651,4637,13353,17619,13685,13315,12838,18184
Cisplatin,GSK269962A,HCC1954,breast,15518,707,2260,1330,2260,15543,18002,15422,15518,15506,18182
Cisplatin,GSK269962A,HCC38,breast,12871,3469,4919,4003,4919,13273,17600,11805,12871,12353,18180
Cisplatin,GSK269962A,HCC70,breast,9448,7743,8941,8236,8941,10066,15885,9605,9448,9346,10017
Cisplatin,GSK269962A,Hs.578.T,breast,5812,11742,12279,11996,12279,7449,11038,5255,5812,5880,6032
