Drug1,Drug2,Cell_Line,Tissue,Borda,Markov,MC1,MC2,MC3,BMARC,BMARCW,CEMC_k,CEMC_s,BIRRA,RRA
Cisplatin,Nilotinib,UACC.893,breast,11275,4798,5768,5502,5768,11588,17711,10286,11275,11448,11145
Cisplatin,Olaparib,AU565,breast,8034,9269,9895,9736,9895,9958,16227,7208,8034,8316,9341
Cisplatin,Olaparib,BT.549,breast,14661,1681,2057,2135,2057,14464,18407,14015,14661,14288,18601
Cisplatin,Olaparib,CAL.120,breast,17775,252,245,253,245,17559,18631,17382,17775,17625,18599
Cisplatin,Olaparib,CAL.51,breast,3720,15130,15386,15200,15386,7502,5068,3075,3720,3265,4061
Cisplatin,Olaparib,CAMA.1,breast,17755,228,179,237,179,17368,18638,17462,17755,18022,18597
Cisplatin,Olaparib,COLO.824,breast,17688,287,372,319,372,17436,18618,17410,17688,17816,18595
Cisplatin,Olaparib,DU.4475,breast,3483,14479,14706,14641,14706,7088,6609,3350,3483,3376,2307
Cisplatin,Olaparib,EFM.19,breast,18255,115,73,117,73,18146,18655,18088,18255,18437,18593
Cisplatin,Olaparib,HCC1419,breast,18207,140,86,141,86,18099,18651,18142,18207,18272,18591
Cisplatin,Olaparib,EVSA.T,breast,12588,3486,4310,3935,4310,12731,17966,12221,12588,12756,18589
Cisplatin,Olaparib,HCC1428,breast,15614,1052,1450,1507,1450,15655,18488,15718,15614,15681,18587
Cisplatin,Olaparib,HCC1143,breast,16201,644,812,818,812,15616,18562,15571,16201,16196,18585
Cisplatin,Olaparib,HCC1806,breast,13813,2858,3509,3260,3509,14093,18078,13811,13813,13681,18583
Cisplatin,Olaparib,HCC1937,breast,10479,6371,7699,7122,7699,11548,17008,9946,10479,10184,11939
Cisplatin,Olaparib,HCC1954,breast,18271,130,79,128,79,18083,18647,18177,18271,18023,18581
Cisplatin,Olaparib,HCC38,breast,15313,1767,2493,2143,2493,15591,18270,15639,15313,14895,18579
Cisplatin,Olaparib,HCC70,breast,12682,4478,6080,5030,6080,13466,17654,13231,12682,12388,18577
Cisplatin,Olaparib,Hs.578.T,breast,11181,5782,7152,6511,7152,11911,17202,10831,11181,10648,11532
Cisplatin,Olaparib,JIMT.1,breast,17285,365,441,475,441,17037,18613,17263,17285,17406,18574
Cisplatin,Olaparib,MCF7,breast,15075,1562,2078,2009,2078,15081,18369,14768,15075,14396,18572
Cisplatin,Olaparib,MDA.MB.157,breast,15745,886,1198,1311,1198,15624,18508,15259,15745,15758,18570
Cisplatin,Olaparib,MDA.MB.231,breast,14061,2080,2410,2506,2410,13705,18300,13407,14061,14242,18568
Cisplatin,Olaparib,MDA.MB.361,breast,18157,134,82,140,82,17905,18643,17855,18157,18273,18566
Cisplatin,Olaparib,MDA.MB.415,breast,18305,108,53,107,53,18136,18645,18161,18305,18274,18564
Cisplatin,Olaparib,MDA.MB.436,breast,16807,474,613,611,613,16485,18597,16328,16807,17205,18562
Cisplatin,Olaparib,MDA.MB.453,breast,13817,2208,2696,2637,2696,13508,18219,13095,13817,14664,18560
Cisplatin,Olaparib,MDA.MB.468,breast,12553,3640,4786,4121,4786,12543,17841,12421,12553,12496,11309
Cisplatin,Olaparib,MFM.223,breast,18091,193,186,187,186,17984,18624,18053,18091,18275,18558
Cisplatin,Olaparib,OCUB.M,breast,15920,732,981,1015,981,15436,18526,15360,15920,16063,18556
Cisplatin,Olaparib,T47D,breast,16481,556,687,692,687,16051,18569,15908,16481,16569,18554
Cisplatin,Olaparib,UACC.893,breast,12482,4218,5594,4755,5594,12705,17733,11677,12482,11388,18552
Cisplatin,Afatinib,MDA.MB.157,breast,13023,3127,4182,3561,4182,13139,17941,12451,13023,13216,18550
Cisplatin,Afatinib,MDA.MB.231,breast,11947,4561,6153,5190,6153,12269,17562,11457,11947,12205,18548
Cisplatin,Afatinib,MDA.MB.361,breast,13173,3256,4241,3628,4241,13564,17930,12452,13173,12916,18546
Cisplatin,Afatinib,MDA.MB.415,breast,14289,2135,3042,2535,3042,14024,18076,13500,14289,14425,18544
Cisplatin,Afatinib,MDA.MB.436,breast,15737,1134,1795,1591,1795,15822,18417,15668,15737,15697,18542
Cisplatin,Afatinib,MDA.MB.453,breast,4651,13858,14188,13952,14188,7685,7484,4197,4651,4434,4732
Cisplatin,Afatinib,MDA.MB.468,breast,6057,12036,12596,12258,12596,8319,11929,6587,6057,6188,4922
Cisplatin,Afatinib,MFM.223,breast,16555,731,1097,945,1097,16631,18497,16685,16555,16447,18540
Cisplatin,Afatinib,OCUB.M,breast,6113,11707,12299,12019,12299,8498,12667,5501,6113,5847,7090
Cisplatin,Afatinib,T47D,breast,13637,2620,3369,3046,3369,13684,18063,14021,13637,13441,18538
Cisplatin,Afatinib,UACC.893,breast,5915,11353,11870,11727,11870,8210,13478,5629,5915,6112,4592
Cisplatin,NU7441,AU565,breast,10826,6851,8125,7456,8125,12294,16779,10161,10826,10618,18536
Cisplatin,NU7441,BT.549,breast,14417,1819,2286,2263,2286,14154,18290,13132,14417,14618,18534
Cisplatin,NU7441,CAL.120,breast,13721,2809,3828,3234,3828,14240,18009,12679,13721,13522,18532
Cisplatin,NU7441,CAL.51,breast,1977,16800,16897,16822,16897,6679,2498,1978,1977,1577,1623
Cisplatin,NU7441,CAMA.1,breast,15267,1595,2220,2005,2220,15226,18314,14721,15267,14969,18530
Cisplatin,NU7441,COLO.824,breast,17152,384,587,508,587,16931,18578,17011,17152,17206,18528
Cisplatin,NU7441,DU.4475,breast,3087,15479,15699,15570,15699,7083,4525,2518,3087,2479,2939
Cisplatin,NU7441,EFM.19,breast,17549,285,340,327,340,17327,18611,16963,17549,17833,18526
Cisplatin,NU7441,EVSA.T,breast,9079,7852,8812,8454,8812,10431,16585,8258,9079,9026,10456
Cisplatin,NU7441,HCC1143,breast,16575,540,716,674,716,16329,18547,16238,16575,17038,18524
Cisplatin,NU7441,HCC1187,breast,11000,5941,7462,6698,7462,11680,17046,10877,11000,11017,11528
Cisplatin,NU7441,HCC1395,breast,18196,161,130,161,130,18075,18622,18101,18196,18024,18522
Cisplatin,NU7441,HCC1419,breast,16265,986,1590,1383,1590,16382,18433,16473,16265,15698,18520
Cisplatin,NU7441,HCC1428,breast,15375,1796,2559,2157,2559,15638,18202,15794,15375,15020,18518
Cisplatin,NU7441,HCC1806,breast,9710,7240,8357,7886,8357,10796,16715,9673,9710,9833,10954
Cisplatin,NU7441,HCC1937,breast,11631,5187,6559,5954,6559,12508,17450,11507,11631,11177,18516
Cisplatin,NU7441,HCC1954,breast,17313,387,565,503,565,17333,18581,17351,17313,16845,18514
Cisplatin,NU7441,HCC38,breast,13086,3630,4756,4053,4756,13864,17851,13021,13086,12868,18512
Cisplatin,NU7441,HCC70,breast,10210,7114,8458,7694,8458,11174,16679,10229,10210,9480,10980
Cisplatin,NU7441,Hs.578.T,breast,10598,7063,8490,7639,8490,11761,16692,10871,10598,9763,18510
Cisplatin,NU7441,JIMT.1,breast,14550,2537,3773,2866,3773,15229,17988,14483,14550,14220,18508
Cisplatin,NU7441,MCF7,breast,10383,7122,8369,7730,8369,12321,16691,9660,10383,9993,18506
Cisplatin,NU7441,MDA.MB.157,breast,16327,572,721,728,721,15784,18536,15540,16327,16710,18504
Cisplatin,NU7441,MDA.MB.231,breast,13453,3588,4787,3915,4787,13739,17835,13113,13453,13682,18502
Cisplatin,NU7441,MDA.MB.361,breast,16151,718,1036,963,1036,15876,18496,15886,16151,15838,18500
Cisplatin,NU7441,MDA.MB.415,breast,16976,448,684,584,684,16836,18551,16394,16976,17181,18498
Cisplatin,NU7441,MDA.MB.436,breast,17527,340,490,411,490,17342,18577,17159,17527,17605,18496
Cisplatin,NU7441,MDA.MB.453,breast,13811,2588,3882,2982,3882,13826,17961,14030,13811,13276,18494
Cisplatin,NU7441,MDA.MB.468,breast,8490,10177,11451,10320,11451,10084,14374,9246,8490,8320,8525
Cisplatin,NU7441,MFM.223,breast,14279,2756,4000,3093,4000,14499,17968,14108,14279,13845,18492
Cisplatin,NU7441,OCUB.M,breast,10653,5978,7424,6776,7424,11676,17025,10181,10653,10603,18490
Cisplatin,NU7441,T47D,breast,16362,600,740,762,740,15984,18530,15627,16362,16415,18489
Cisplatin,NU7441,UACC.893,breast,6030,11305,11819,11673,11819,8189,13490,6068,6030,5752,5578
Cisplatin,KU-55933,AU565,breast,13488,3710,5213,4036,5213,13753,17774,13948,13488,12611,18487
Cisplatin,Wee1 Inhibitor,AU565,breast,12204,4754,6260,5350,6260,13089,17582,12757,12204,12192,18485
Cisplatin,KU-55933,BT.549,breast,15962,767,1029,1100,1029,15615,18487,15390,15962,16197,18483
Cisplatin,KU-55933,CAL.120,breast,16209,983,1641,1411,1641,16911,18418,16416,16209,15581,18481
Cisplatin,KU-55933,CAL.51,breast,2942,15651,15830,15721,15830,6943,4289,2843,2942,2802,2623
Cisplatin,KU-55933,CAMA.1,breast,16596,594,775,739,775,16529,18521,16544,16596,16064,18479
Cisplatin,KU-55933,COLO.824,breast,17789,354,456,412,456,17846,18586,17856,17789,17384,18477
Cisplatin,KU-55933,DU.4475,breast,3118,15313,15486,15421,15486,6998,4900,2713,3118,2413,3040
Cisplatin,KU-55933,EFM.19,breast,18341,87,38,89,38,18190,18621,18159,18341,18276,18475
Cisplatin,KU-55933,EVSA.T,breast,9451,7320,8498,7980,8498,10529,16641,9004,9451,9307,10536
Cisplatin,KU-55933,HCC1143,breast,17123,395,554,517,554,16825,18561,16838,17123,17626,18473
Cisplatin,KU-55933,HCC1187,breast,13345,3509,4894,3869,4894,13971,17798,13974,13345,12975,18471
Cisplatin,KU-55933,HCC1395,breast,18545,26,1,28,1,18420,18628,18338,18545,18438,18469
Cisplatin,KU-55933,HCC1419,breast,17861,254,300,250,300,17870,18608,18017,17861,17627,18467
Cisplatin,KU-55933,HCC1428,breast,17364,338,430,418,430,17081,18574,17054,17364,17407,18465
Cisplatin,KU-55933,HCC1806,breast,12396,5066,6795,5679,6795,13131,17207,12622,12396,12225,18463
Cisplatin,KU-55933,HCC1937,breast,13728,2865,3762,3266,3762,13954,17974,13762,13728,13311,18461
Cisplatin,KU-55933,HCC1954,breast,17367,589,995,675,995,17767,18476,17940,17367,16736,18459
Cisplatin,KU-55933,HCC38,breast,15622,1209,1712,1633,1712,15835,18392,15708,15622,15682,18457
Cisplatin,KU-55933,HCC70,breast,14315,2090,2573,2496,2573,14163,18154,13731,14315,14243,18455
Cisplatin,KU-55933,Hs.578.T,breast,12812,4131,5915,4664,5915,13651,17642,13303,12812,12057,18453
Cisplatin,KU-55933,JIMT.1,breast,16112,1040,1737,1472,1737,16775,18357,15228,16112,15366,18451
Cisplatin,KU-55933,MCF7,breast,10714,5836,7295,6647,7295,11715,17023,10279,10714,10180,18449
Cisplatin,KU-55933,MDA.MB.157,breast,16868,409,580,557,580,16427,18540,16405,16868,17039,18447
Cisplatin,KU-55933,MDA.MB.231,breast,15491,2278,3653,2460,3653,15346,18007,15439,15491,15085,18445
Cisplatin,KU-55933,MDA.MB.361,breast,17423,352,465,438,465,17283,18567,17414,17423,17628,18443
Cisplatin,KU-55933,MDA.MB.415,breast,17878,233,305,236,305,17862,18600,18015,17878,17629,18441
Cisplatin,KU-55933,MDA.MB.436,breast,17646,280,371,316,371,17489,18576,17567,17646,17834,18439
Cisplatin,KU-55933,MDA.MB.453,breast,14877,1512,2284,1981,2284,14685,18177,14742,14877,15252,18437
Cisplatin,KU-55933,MDA.MB.468,breast,10930,7361,9094,7768,9094,11797,16497,10796,10930,10277,11245
Cisplatin,KU-55933,MFM.223,breast,16781,680,1074,821,1074,16978,18467,17266,16781,16678,18435
Cisplatin,KU-55933,OCUB.M,breast,12642,3972,5442,4514,5442,13463,17670,12120,12642,12536,18433
Cisplatin,KU-55933,T47D,breast,17107,382,518,506,518,16872,18552,16723,17107,17207,18431
Cisplatin,KU-55933,UACC.893,breast,10742,5422,6796,6295,6796,11185,17246,10716,10742,10816,9818
Cisplatin,Afatinib,AU565,breast,10009,6846,7926,7543,7926,10918,16766,9965,10009,10064,9583
Cisplatin,Afatinib,BT.549,breast,14353,2203,3063,2575,3063,14225,18000,13642,14353,13874,18429
Cisplatin,Afatinib,CAL.120,breast,14609,1719,2340,2180,2340,14662,18166,14278,14609,14530,18427
Cisplatin,Afatinib,CAL.51,breast,4514,13252,13562,13492,13562,7369,9664,4428,4514,4703,3594
Cisplatin,Afatinib,CAMA.1,breast,14830,1613,2167,2083,2167,14811,18188,14920,14830,14619,18425
Cisplatin,Afatinib,COLO.824,breast,15744,1088,1830,1540,1830,16152,18279,15915,15744,15480,18423
Cisplatin,Afatinib,DU.4475,breast,5151,12669,13101,12908,13101,7743,10878,5091,5151,5277,4649
Cisplatin,Afatinib,EFM.19,breast,17374,463,702,567,702,17426,18490,17357,17374,17385,18421
Cisplatin,Afatinib,EVSA.T,breast,6763,10346,10880,10781,10880,8574,14824,6176,6763,6965,5979
Cisplatin,Afatinib,HCC1143,breast,13009,3189,4472,3590,4472,13027,17811,12227,13009,13563,18419
Cisplatin,Afatinib,HCC1187,breast,4455,13828,14097,14000,14097,7539,7810,3496,4455,3927,5388
Cisplatin,Afatinib,HCC1395,breast,15785,840,1192,1238,1192,15668,18425,15382,15785,15917,18417
Cisplatin,Afatinib,HCC1419,breast,16007,1258,1662,1640,1662,16260,18351,16426,16007,15639,18415
Cisplatin,Afatinib,HCC1428,breast,17165,399,576,526,576,17095,18523,16970,17165,17040,18413
Cisplatin,Afatinib,HCC1806,breast,11070,5471,6868,6317,6868,11716,17144,11024,11070,11256,11713
Cisplatin,Afatinib,HCC1937,breast,11648,4255,5532,4947,5532,11921,17664,10687,11648,11656,18411
Cisplatin,Afatinib,HCC1954,breast,15031,1460,2055,1921,2055,15005,18209,14527,15031,14774,18409
Cisplatin,Afatinib,HCC38,breast,13959,2447,3419,2844,3419,14082,17965,13389,13959,14335,18407
Cisplatin,Afatinib,HCC70,breast,10336,6358,7826,7127,7826,11032,16770,9663,10336,10817,9661
Cisplatin,Afatinib,Hs.578.T,breast,11505,4691,6217,5378,6217,11964,17449,11593,11505,11803,18405
Cisplatin,Afatinib,JIMT.1,breast,13964,2873,4281,3279,4281,14578,17828,13453,13964,13773,18404
Cisplatin,Afatinib,MCF7,breast,10610,6381,7754,7098,7754,11383,16815,11270,10610,10833,9897
Cisplatin,Wee1 Inhibitor,HCC1937,breast,13311,3591,4818,3958,4818,14099,17807,13661,13311,13359,18402
Cisplatin,Wee1 Inhibitor,HCC1954,breast,18001,185,214,189,214,17903,18589,17805,18001,17835,18400
Cisplatin,Wee1 Inhibitor,HCC38,breast,15091,1717,2258,2129,2258,15168,18195,15048,15091,14831,18398
Cisplatin,Wee1 Inhibitor,HCC70,breast,15234,1584,2193,2010,2193,15285,18190,15358,15234,15481,18396
Cisplatin,Wee1 Inhibitor,BT.549,breast,14743,1563,2075,2041,2075,14533,18231,13992,14743,14989,18394
Cisplatin,Wee1 Inhibitor,CAL.120,breast,17797,215,263,222,263,17544,18571,17041,17797,18277,18392
Cisplatin,Wee1 Inhibitor,Hs.578.T,breast,13175,3146,4448,3563,4448,13320,17840,12764,13175,13271,18390
Cisplatin,Wee1 Inhibitor,JIMT.1,breast,16897,636,962,773,962,17152,18468,17355,16897,16405,18388
Cisplatin,Wee1 Inhibitor,MCF7,breast,11539,5034,6453,5806,6453,12348,17356,10752,11539,11517,18386
Cisplatin,Wee1 Inhibitor,MDA.MB.157,breast,15473,1578,2452,1974,2452,15556,18148,15716,15473,15791,18384
Cisplatin,Wee1 Inhibitor,CAL.51,breast,7300,10089,10837,10515,10837,9002,14849,7220,7300,7307,6681
Cisplatin,Wee1 Inhibitor,CAMA.1,breast,17418,346,417,427,417,17358,18542,17183,17418,17408,18382
Cisplatin,Wee1 Inhibitor,MDA.MB.231,breast,14454,2175,2817,2563,2817,14683,18046,14565,14454,14270,18380
Cisplatin,Wee1 Inhibitor,MDA.MB.361,breast,18126,138,116,149,116,17881,18601,17781,18126,18439,18378
Cisplatin,Wee1 Inhibitor,COLO.824,breast,17276,468,761,582,761,17632,18481,17798,17276,16679,18376
Cisplatin,Wee1 Inhibitor,MDA.MB.415,breast,18187,159,149,159,149,18089,18592,18047,18187,18278,18374
Cisplatin,Wee1 Inhibitor,DU.4475,breast,5785,11777,12292,12123,12292,8054,12697,5176,5785,5748,4754
Cisplatin,Wee1 Inhibitor,MDA.MB.436,breast,16749,635,1013,786,1013,16758,18439,17067,16749,16501,18372
Cisplatin,Wee1 Inhibitor,MDA.MB.453,breast,12101,5510,7456,6211,7456,13221,16999,11679,12101,10659,18370
Cisplatin,Wee1 Inhibitor,MDA.MB.468,breast,13644,2795,3737,3228,3737,13979,17932,13035,13644,13777,18368
Cisplatin,Wee1 Inhibitor,EFM.19,breast,18249,127,100,126,100,18127,18599,18162,18249,18279,18366
Cisplatin,Wee1 Inhibitor,MFM.223,breast,17705,318,468,356,468,17721,18527,17879,17705,17606,18364
Cisplatin,Wee1 Inhibitor,OCUB.M,breast,15239,1291,1885,1754,1885,15289,18251,14685,15239,15409,18362
Cisplatin,Wee1 Inhibitor,EVSA.T,breast,11320,5535,7297,6319,7297,12145,17042,10913,11320,10853,18360
Cisplatin,Wee1 Inhibitor,T47D,breast,16866,429,627,570,627,16394,18499,16623,16866,17208,18358
Cisplatin,Wee1 Inhibitor,UACC.893,breast,12832,3179,4059,3607,4059,12728,17871,12328,12832,12627,18356
Cisplatin,Wee1 Inhibitor,HCC1143,breast,15876,821,1344,1196,1344,15613,18370,15510,15876,15721,18355
Cisplatin,Wee1 Inhibitor,HCC1187,breast,13955,3221,4773,3532,4773,14624,17785,13560,13955,13889,18353
Cisplatin,Wee1 Inhibitor,HCC1395,breast,18189,135,128,139,128,18033,18587,18044,18189,18280,18351
Cisplatin,Wee1 Inhibitor,HCC1419,breast,18197,147,127,151,127,18098,18580,18016,18197,18281,18349
Cisplatin,Wee1 Inhibitor,HCC1428,breast,17823,226,304,228,304,17613,18555,17593,17823,17630,18347
Cisplatin,Wee1 Inhibitor,HCC1806,breast,13848,3183,4402,3518,4402,14673,17844,13956,13848,13584,18345
Cisplatin,Palbociclib,AU565,breast,11649,5148,6352,5922,6352,12680,17350,11633,11649,11186,18343
Cisplatin,Palbociclib,BT.549,breast,14384,1847,2240,2281,2240,13989,18105,14525,14384,14506,18341
Cisplatin,Palbociclib,CAL.120,breast,17627,281,366,315,366,17419,18537,17499,17627,17836,18339
Cisplatin,Palbociclib,CAL.51,breast,7975,9473,10313,9882,10313,9368,15615,7775,7975,7630,7699
Cisplatin,Palbociclib,CAMA.1,breast,17420,312,368,377,368,17138,18534,17177,17420,17631,18337
Cisplatin,Palbociclib,COLO.824,breast,16546,604,862,759,862,16391,18441,16090,16546,16529,18335
Cisplatin,Palbociclib,DU.4475,breast,6315,10718,11218,11141,11218,8177,14311,5969,6315,6157,5061
Cisplatin,Palbociclib,EFM.19,breast,18248,109,69,113,69,18070,18591,17806,18248,18440,18333
Cisplatin,Palbociclib,EVSA.T,breast,11455,4650,5871,5336,5871,11741,17558,11550,11455,11538,10825
Cisplatin,Palbociclib,HCC1143,breast,15090,1358,1946,1831,1946,14898,18183,14616,15090,15004,18331
Cisplatin,Palbociclib,HCC1187,breast,13638,3462,4619,3764,4619,14117,17776,14528,13638,13455,18329
Cisplatin,Palbociclib,HCC1395,breast,17971,211,188,208,188,17896,18560,17878,17971,18025,18327
Cisplatin,Palbociclib,HCC1419,breast,17997,176,151,179,151,17829,18568,17689,17997,18026,18325
Cisplatin,Palbociclib,HCC1428,breast,17757,235,240,239,240,17462,18549,17164,17757,18282,18323
Cisplatin,Palbociclib,HCC1806,breast,13980,2821,3508,3192,3508,14814,17953,13777,13980,13885,18321
Cisplatin,Palbociclib,HCC1937,breast,14214,2625,3384,2967,3384,14466,17957,14082,14214,13778,18319
Cisplatin,Palbociclib,HCC1954,breast,17915,229,251,230,251,17850,18543,17686,17915,18027,18317
Cisplatin,Palbociclib,HCC202,breast,18309,98,55,101,55,18087,18584,18049,18309,18441,18315
Cisplatin,Palbociclib,HCC38,breast,12163,4723,5760,5306,5760,12703,17611,12231,12163,11748,18313
Cisplatin,Palbociclib,HCC70,breast,14468,2060,2569,2447,2569,14534,18023,14380,14468,14531,18312
Cisplatin,Palbociclib,Hs.578.T,breast,13898,2577,3641,2964,3641,14089,17926,13722,13898,13936,18310
Cisplatin,Palbociclib,JIMT.1,breast,17053,612,772,716,772,17257,18447,17612,17053,16646,18308
Cisplatin,Palbociclib,MCF7,breast,8217,9601,10411,9994,10411,10099,15323,7949,8217,8064,10002
Cisplatin,Palbociclib,MDA.MB.157,breast,14688,1607,2164,2095,2164,14479,18087,14123,14688,14775,18306
Cisplatin,Palbociclib,MDA.MB.231,breast,13117,3091,3833,3507,3833,13062,17883,12907,13117,13166,18304
Cisplatin,Palbociclib,MDA.MB.361,breast,18012,172,148,172,148,17766,18557,17786,18012,18283,18302
Cisplatin,Palbociclib,MDA.MB.415,breast,18123,151,121,156,121,17855,18565,17902,18123,18442,18300
Cisplatin,Palbociclib,MDA.MB.436,breast,15991,773,1078,1106,1078,15770,18384,15986,15991,15918,18298
Cisplatin,Palbociclib,MDA.MB.453,breast,9931,7550,8708,8088,8708,11037,16498,10031,9931,9405,10434
Cisplatin,Palbociclib,MDA.MB.468,breast,14259,3157,4334,3431,4334,14554,17814,14869,14259,14083,18296
Cisplatin,Palbociclib,MFM.223,breast,17519,366,525,458,525,17460,18491,17306,17519,17325,18294
Cisplatin,Palbociclib,OCUB.M,breast,14563,1990,2456,2366,2456,14503,18036,14900,14563,14379,18292
Cisplatin,Palbociclib,T47D,breast,16509,599,803,752,803,16209,18424,16650,16509,16680,18290
Cisplatin,Palbociclib,UACC.893,breast,13237,2763,3567,3241,3567,13137,17907,12859,13237,13204,18288
Cisplatin,BI-2536,AU565,breast,5698,13139,13641,13252,13641,8360,9267,4943,5698,5066,6823
Cisplatin,BI-2536,BT.549,breast,11216,5044,6404,5859,6404,11529,17273,11228,11216,11051,10662
Cisplatin,BI-2536,CAL.120,breast,15715,923,1525,1386,1525,15639,18266,15345,15715,15919,18285
Cisplatin,BI-2536,CAL.51,breast,3266,15677,15899,15665,15899,6953,4101,3533,3266,3380,2971
Cisplatin,BI-2536,CAMA.1,breast,14004,2551,3321,2936,3321,14043,17937,13837,14004,14116,18283
Cisplatin,BI-2536,COLO.824,breast,13077,3575,4851,3977,4851,13744,17681,12888,13077,12784,18281
Cisplatin,BI-2536,DU.4475,breast,3797,14427,14644,14555,14644,7074,6490,4180,3797,3479,2932
Cisplatin,BI-2536,EFM.19,breast,16470,733,1030,967,1030,16749,18375,16526,16470,16333,18279
Cisplatin,BI-2536,EVSA.T,breast,7311,10624,11298,10949,11298,9256,14110,6616,7311,6767,8533
Cisplatin,BI-2536,HCC1143,breast,13352,3364,4611,3676,4611,13379,17728,13472,13352,13277,18277
Cisplatin,BI-2536,HCC1187,breast,6528,12408,12960,12559,12960,9076,10971,5260,6528,5369,8624
Cisplatin,BI-2536,HCC1395,breast,16241,808,1190,1152,1190,16237,18310,16655,16241,16031,18275
Cisplatin,BI-2536,HCC1419,breast,15904,1089,1616,1510,1616,16039,18258,15609,15904,15444,18273
Cisplatin,BI-2536,HCC1428,breast,14829,1846,2479,2254,2479,15103,18012,14718,14829,14336,18271
Cisplatin,BI-2536,HCC1806,breast,7756,10635,11377,10932,11377,10236,13958,6536,7756,7410,11566
Cisplatin,BI-2536,HCC1937,breast,9349,8703,9996,9092,9996,10749,15917,9373,9349,8655,10786
Cisplatin,BI-2536,HCC1954,breast,16182,1066,1714,1484,1714,16698,18181,16421,16182,15787,18269
Cisplatin,BI-2536,HCC38,breast,8636,9225,10102,9632,10102,10275,15815,8315,8636,8232,9821
Cisplatin,BI-2536,HCC70,breast,8200,9855,10801,10194,10801,9964,14897,8440,8200,7555,9071
